recording_id,topic,type,count,manifest_count,source_start_s,source_end_s,receive_start_s,receive_end_s,source_start_ns,source_end_ns,receive_start_ns,receive_end_ns,source_dt_s,receive_dt_s,receive_minus_source_s,source_nonincreasing,source_missing,nonfinite_values,source_median_hz,source_mean_hz,source_gap_threshold_s,source_long_gap_count,receive_stall_count
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,drdds/msg/JointsData,933,933,-0.014567356,93.186431008,-0.007190943,93.189042586,1788937625892639488,1788937719093637852,1788937625900015901,1788937719096249430,"{""min"": 0.099949802, ""median"": 0.0999999685, ""p95"": 0.100015135, ""max"": 0.100995427}","{""min"": 0.011785792, ""median"": 0.1000202795, ""p95"": 0.10243078364999993, ""max"": 0.341467887}","{""min"": 0.001234476, ""median"": 0.002702303, ""p95"": 0.007784353399999977, ""max"": 0.244291126}",0,0,0,10.000003150000992,9.999892880546613,0.49999984249999996,0,0
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,drdds/msg/MotionInfo,1869,1869,-0.002319689,93.217685136,0.010290974,93.223357212,1788937625904887155,1788937719124891980,1788937625917497818,1788937719130564056,"{""min"": 0.010000667, ""median"": 0.049999839, ""p95"": 0.05001752815, ""max"": 0.050178921}","{""min"": 0.003109664, ""median"": 0.049952446, ""p95"": 0.05557817084999999, ""max"": 0.261624404}","{""min"": 0.000852418, ""median"": 0.001778192, ""p95"": 0.009303374199999985, ""max"": 0.21359384}",0,0,0,20.00006440020737,20.03861728506406,0.24999919499999998,0,1
gait_20260909_150705_4fe2b5f8eebd,/STEER,drdds/msg/Steer,460,460,0.447399217,83.529968382,0.800561899,83.373816193,1788937626354606061,1788937709437175226,1788937626707768743,1788937709281023037,"{""min"": 5.9055e-05, ""median"": 8.1216e-05, ""p95"": 1.0000838177, ""max"": 17.016341229}","{""min"": 0.011139838, ""median"": 0.081017778, ""p95"": 0.1659272852, ""max"": 16.403530071}","{""min"": -0.41148501, ""median"": 0.119010261, ""p95"": 0.5648457455999999, ""max"": 0.62907382}",0,0,0,12312.84475965327,5.524624534521037,0.1,52,22
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,sensor_msgs/msg/PointCloud2,933,933,-0.107310604,93.092804362,0.021957373,93.211426939,1788937625799896240,1788937719000011206,1788937625929164217,1788937719118633783,"{""min"": 0.09529233, ""median"": 0.099999189, ""p95"": 0.10030953905, ""max"": 0.106760025}","{""min"": 0.011865215, ""median"": 0.099926933, ""p95"": 0.1093058635, ""max"": 0.3220396}","{""min"": 0.111916207, ""median"": 0.119001109, ""p95"": 0.12826450879999998, ""max"": 0.339417337}",0,0,0,10.000081100657725,9.999987664607492,0.499995945,0,0
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,sensor_msgs/msg/PointCloud2,933,933,-0.107194732,93.092802216,0.026794748,93.219024123,1788937625800012112,1788937719000009060,1788937625934001592,1788937719126230967,"{""min"": 0.095369101, ""median"": 0.099998951, ""p95"": 0.100219273, ""max"": 0.105006933}","{""min"": 0.010559135, ""median"": 0.100046988, ""p95"": 0.10857478679999999, ""max"": 0.321534672}","{""min"": 0.115455761, ""median"": 0.122340453, ""p95"": 0.12880243079999998, ""max"": 0.341128496}",0,0,0,10.000104901100412,10.000000327467822,0.499994755,0,0
gait_20260909_150921_9ed8457a8250,/GAIT,drdds/msg/Gait,2,2,,,8.37566708,13.900572236,0,0,1788937769852223205,1788937775377128361,"{""min"": 0.0, ""median"": 0.0, ""p95"": 0.0, ""max"": 0.0}","{""min"": 5.524905156, ""median"": 5.524905156, ""p95"": 5.524905156, ""max"": 5.524905156}",,1,2,0,,,0.1,0,1
gait_20260909_150921_9ed8457a8250,/HANDLE_STEER,drdds/msg/Steer,99,99,5.017453193,17.029621958,4.635099366,16.803768659,1788937766494009318,1788937778506178083,1788937766111655491,1788937778280324784,"{""min"": 7.254e-05, ""median"": 8.121800000000001e-05, ""p95"": 1.00008110135, ""max"": 2.002507178}","{""min"": 0.01033763, ""median"": 0.080719766, ""p95"": 0.12368790049999995, ""max"": 2.506425422}","{""min"": -0.49276307, ""median"": -0.042524546, ""p95"": 0.45898319639999996, ""max"": 0.492165368}",0,0,0,12312.541554827747,8.158393535524057,0.1,10,3
gait_20260909_150921_9ed8457a8250,/IMU,sensor_msgs/msg/Imu,12751,12751,-0.018556125,63.731443875,-0.005337377,63.747602345,1788937761458000000,1788937825208000000,1788937761471218748,1788937825224158470,"{""min"": 0.005, ""median"": 0.005, ""p95"": 0.005, ""max"": 0.005}","{""min"": 0.000702976, ""median"": 0.0050276645, ""p95"": 0.0079429794, ""max"": 0.233508901}","{""min"": 0.009368767, ""median"": 0.010963597, ""p95"": 0.0768130465, ""max"": 0.268514461}",0,0,0,200.0,200.0,0.1,0,1
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,drdds/msg/JointsData,5714,5714,-0.006831432,63.73806714,0.006809793,63.742711369,1788937761469724693,1788937825214623265,1788937761483365918,1788937825219267494,"{""min"": 0.004905834, ""median"": 0.005010542, ""p95"": 0.020006293, ""max"": 0.020061419}","{""min"": 0.001116032, ""median"": 0.00525488, ""p95"": 0.021368401399999997, ""max"": 0.233182982}","{""min"": 0.000881883, ""median"": 0.0020085650000000004, ""p95"": 0.042937716849999974, ""max"": 0.258165157}",0,0,0,199.5792071995405,89.62285811071068,0.1,0,1
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,drdds/msg/JointsData,638,638,0.018082737,63.718068138,0.023153059,63.721928745,1788937761494638862,1788937825194624263,1788937761499709184,1788937825198484870,"{""min"": 0.099953885, ""median"": 0.099999968, ""p95"": 0.100007843, ""max"": 0.100043135}","{""min"": 0.011194238, ""median"": 0.10002299, ""p95"": 0.10765416179999995, ""max"": 0.324233036}","{""min"": 0.001147676, ""median"": 0.0039668975, ""p95"": 0.02407354544999997, ""max"": 0.226542384}",0,0,0,10.000003200001025,10.00000229183726,0.49999984,0,0
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,drdds/msg/MotionInfo,1277,1277,-0.00166689,63.714328387,0.008503745,63.715863497,1788937761474889235,1788937825190884512,1788937761485059870,1788937825192419622,"{""min"": 0.001994126, ""median"": 0.05000013, ""p95"": 0.050014422, ""max"": 0.050208381}","{""min"": 0.001599425, ""median"": 0.049929422, ""p95"": 0.0536796655, ""max"": 0.274943162}","{""min"": 0.000706844, ""median"": 0.001958435, ""p95"": 0.026374049200000027, ""max"": 0.227413273}",0,0,0,19.999948000135202,20.02636848804913,0.25000065,0,1
gait_20260909_150921_9ed8457a8250,/STEER,drdds/msg/Steer,99,99,5.017453193,17.029621958,4.63404183,16.803328691,1788937766494009318,1788937778506178083,1788937766110597955,1788937778279884816,"{""min"": 7.254e-05, ""median"": 8.121800000000001e-05, ""p95"": 1.00008110135, ""max"": 2.002507178}","{""min"": 0.010371966, ""median"": 0.0805593675, ""p95"": 0.12360017249999997, ""max"": 2.50646379}","{""min"": -0.493151998, ""median"": -0.042926626, ""p95"": 0.45855172759999996, ""max"": 0.491722264}",0,0,0,12312.541554827747,8.158393535524057,0.1,10,3
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,sensor_msgs/msg/PointCloud2,652,652,-0.076551261,89.123451886,0.04499159,89.243963978,1788937761400004864,1788937850600008011,1788937761521547715,1788937850720520103,"{""min"": 0.095452308, ""median"": 0.099999905, ""p95"": 0.10011827949999999, ""max"": 24.200012683}","{""min"": 0.011543645, ""median"": 0.099880815, ""p95"": 0.11191407, ""max"": 21.724201197}","{""min"": 0.114900104, ""median"": 0.1220484, ""p95"": 0.15450662194999998, ""max"": 21.744393996}",0,0,0,10.000009500009025,7.298206020544233,0.499999525,1,2
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,sensor_msgs/msg/PointCloud2,646,646,-0.076541009,89.22345489,0.050268583,89.341762417,1788937761400015116,1788937850700011015,1788937761526824708,1788937850818318542,"{""min"": 0.095478058, ""median"": 0.099999189, ""p95"": 0.10011501240000001, ""max"": 24.900002957}","{""min"": 0.011454909, ""median"": 0.100168809, ""p95"": 0.11703161939999991, ""max"": 22.397519108}","{""min"": 0.114644501, ""median"": 0.12302846, ""p95"": 0.1578294415, ""max"": 22.419479349}",0,0,0,10.000081100657725,7.222844676605667,0.499995945,1,2
gait_20260909_151135_f45a816f4062,/GAIT,drdds/msg/Gait,2,2,,,9.675484482,15.303956924,0,0,1788937904775806432,1788937910404278874,"{""min"": 0.0, ""median"": 0.0, ""p95"": 0.0, ""max"": 0.0}","{""min"": 5.628472442, ""median"": 5.628472442, ""p95"": 5.628472442, ""max"": 5.628472442}",,1,2,0,,,0.1,0,1
gait_20260909_151135_f45a816f4062,/HANDLE_STEER,drdds/msg/Steer,139,139,1.524517105,22.545573106,1.841517061,22.897158765,1788937896624839055,1788937917645895056,1788937896941839011,1788937917997480715,"{""min"": 6.4879e-05, ""median"": 8.08195e-05, ""p95"": 1.0000818552, ""max"": 4.003397787}","{""min"": 0.033193589, ""median"": 0.0807337545, ""p95"": 0.14206047755000073, ""max"": 3.567667488}","{""min"": -0.640203438, ""median"": -0.076176907, ""p95"": 0.31705152890000005, ""max"": 0.370456727}",0,0,0,12373.251504896714,6.564846218640735,0.1,16,7
gait_20260909_151135_f45a816f4062,/IMU,sensor_msgs/msg/Imu,5244,5244,-0.01732195,26.19767805,-0.005528703,26.297686948,1788937895083000000,1788937921298000000,1788937895094793247,1788937921398008898,"{""min"": 0.005, ""median"": 0.005, ""p95"": 0.005, ""max"": 0.005}","{""min"": 0.000981632, ""median"": 0.005030207, ""p95"": 0.008195222099999998, ""max"": 0.143961409}","{""min"": 0.009243888, ""median"": 0.010665022, ""p95"": 0.05370228429999999, ""max"": 0.220600816}",0,0,0,200.0,200.0,0.1,0,0
gait_20260909_151135_f45a816f4062,/JOINTS_DATA,drdds/msg/JointsData,5244,5244,-0.007668811,26.208322865,0.007183039,26.300895045,1788937895092653139,1788937921308644815,1788937895107504989,1788937921401216995,"{""min"": 0.004897084, ""median"": 0.005000042, ""p95"": 0.005014917, ""max"": 0.005985001}","{""min"": 0.00116752, ""median"": 0.004975041, ""p95"": 0.008253198899999998, ""max"": 0.159186781}","{""min"": 0.000766852, ""median"": 0.001787446, ""p95"": 0.04597915644999999, ""max"": 0.212386815}",0,0,0,199.9983200141119,199.9924345719036,0.1,0,0
gait_20260909_151135_f45a816f4062,/JOINTS_DATA_10HZ,drdds/msg/JointsData,263,263,0.067337947,26.268356038,0.072581785,26.303284293,1788937895167659897,1788937921368677988,1788937895172903735,1788937921403606243,"{""min"": 0.099955052, ""median"": 0.10000026, ""p95"": 0.1000250374, ""max"": 0.101033635}","{""min"": 0.028904894, ""median"": 0.0999959265, ""p95"": 0.10291624819999999, ""max"": 0.185932856}","{""min"": 0.001199696, ""median"": 0.002683753, ""p95"": 0.0065260769999999834, ""max"": 0.089259074}",0,0,0,9.999974000067601,9.999611430748047,0.5000013,0,0
gait_20260909_151135_f45a816f4062,/MOTION_INFO,drdds/msg/MotionInfo,526,526,0.010515733,26.240526368,0.018508574,26.304805637,1788937895110837683,1788937921340848318,1788937895118830524,1788937921405127587,"{""min"": 0.030004336, ""median"": 0.05000013, ""p95"": 0.05001238, ""max"": 0.050028713}","{""min"": 0.004436, ""median"": 0.049984034, ""p95"": 0.0506240436, ""max"": 0.19676511}","{""min"": 0.000700669, ""median"": 0.00133369, ""p95"": 0.0060572922500000004, ""max"": 0.14814025}",0,0,0,19.999948000135202,20.015241598852672,0.25000065,0,0
gait_20260909_151135_f45a816f4062,/STEER,drdds/msg/Steer,139,139,1.524517105,22.545573106,1.840592197,22.896707692,1788937896624839055,1788937917645895056,1788937896940914147,1788937917997029642,"{""min"": 6.4879e-05, ""median"": 8.08195e-05, ""p95"": 1.0000818552, ""max"": 4.003397787}","{""min"": 0.035521204, ""median"": 0.080661448, ""p95"": 0.14166037020000072, ""max"": 3.570167648}","{""min"": -0.640661806, ""median"": -0.076698347, ""p95"": 0.31617924729999997, ""max"": 0.370012599}",0,0,0,12373.251504896714,6.564846218640735,0.1,16,7
gait_20260909_151135_f45a816f4062,/rslidar_front/points,sensor_msgs/msg/PointCloud2,263,263,-0.100316943,26.099686204,0.033486941,26.27559469,1788937895000005007,1788937921200008154,1788937895133808891,1788937921375916640,"{""min"": 0.095466375, ""median"": 0.099997997, ""p95"": 0.1001569745, ""max"": 0.104463578}","{""min"": 0.028117694, ""median"": 0.100184389, ""p95"": 0.1128008311, ""max"": 0.237766572}","{""min"": 0.115643565, ""median"": 0.123015152, ""p95"": 0.1339511096, ""max"": 0.261210217}",0,0,0,10.00020030401209,9.999998798855106,0.499989985,0,0
gait_20260909_151135_f45a816f4062,/rslidar_rear/points,sensor_msgs/msg/PointCloud2,263,263,-0.10030383,26.099696217,0.039372188,26.284486275,1788937895000018120,1788937921200018167,1788937895139694138,1788937921384808225,"{""min"": 0.09517026, ""median"": 0.099999905, ""p95"": 0.1001671913, ""max"": 0.104435921}","{""min"": 0.019449727, ""median"": 0.100095687, ""p95"": 0.11150584294999999, ""max"": 0.246518508}","{""min"": 0.11308292, ""median"": 0.124436641, ""p95"": 0.1398782489, ""max"": 0.274697642}",0,0,0,10.000009500009025,9.99999998206107,0.499999525,0,0
gait_20260909_151220_d3ace6be729a,/GAIT,drdds/msg/Gait,1,1,,,5.256255316,5.256255316,0,0,1788937945929704239,1788937945929704239,,,,0,1,0,,,0.1,0,0
gait_20260909_151220_d3ace6be729a,/HANDLE_STEER,drdds/msg/Steer,94,94,0.996450432,11.006413197,1.327292407,11.291305803,1788937941669899355,1788937951679862120,1788937942000741330,1788937951964754726,"{""min"": 6.7114e-05, ""median"": 8.0911e-05, ""p95"": 1.0000805923999998, ""max"": 2.00234203}","{""min"": 0.035087548, ""median"": 0.080869251, ""p95"": 0.09601517039999999, ""max"": 2.339786056}","{""min"": -0.663168331, ""median"": -0.19279188949999998, ""p95"": 0.28392794945, ""max"": 0.330841975}",0,0,0,12359.258938834028,9.290743850234493,0.1,9,2
gait_20260909_151220_d3ace6be729a,/IMU,sensor_msgs/msg/Imu,2668,2668,-0.015448923,13.319551077,0.003898269,13.330079951,1788937940658000000,1788937953993000000,1788937940677347192,1788937954003528874,"{""min"": 0.005, ""median"": 0.005, ""p95"": 0.005, ""max"": 0.005}","{""min"": 0.001276448, ""median"": 0.005031584, ""p95"": 0.007763597799999995, ""max"": 0.054433061}","{""min"": 0.009355095, ""median"": 0.0105925315, ""p95"": 0.056543593750000044, ""max"": 0.115261773}",0,0,0,200.0,200.0,0.1,0,0
gait_20260909_151220_d3ace6be729a,/JOINTS_DATA,drdds/msg/JointsData,2668,2668,-0.00878833,13.32619551,-0.004184892,13.32775611,1788937940664660593,1788937953999644433,1788937940669264031,1788937954001205033,"{""min"": 0.004898542, ""median"": 0.005000042, ""p95"": 0.0050224127, ""max"": 0.005094834}","{""min"": 0.001137696, ""median"": 0.004946185, ""p95"": 0.007925753499999985, ""max"": 0.049899424}","{""min"": 0.000836165, ""median"": 0.0015475135, ""p95"": 0.04798728775000002, ""max"": 0.105433612}",0,0,0,199.9983200141119,200.00024236999752,0.1,0,0
gait_20260909_151220_d3ace6be729a,/JOINTS_DATA_10HZ,drdds/msg/JointsData,134,134,-0.003764079,13.296239299,0.007192475,13.298646571,1788937940669684844,1788937953969688222,1788937940680641398,1788937953972095494,"{""min"": 0.099948635, ""median"": 0.099999385, ""p95"": 0.1000324014, ""max"": 0.100048677}","{""min"": 0.04999338, ""median"": 0.099966502, ""p95"": 0.10694198879999989, ""max"": 0.150489038}","{""min"": 0.001117739, ""median"": 0.002476506, ""p95"": 0.013305929699999962, ""max"": 0.052956738}",0,0,0,10.000061500378228,9.999997460151022,0.499996925,0,0
gait_20260909_151220_d3ace6be729a,/MOTION_INFO,drdds/msg/MotionInfo,267,267,0.017397214,13.30738855,0.022280431,13.308750956,1788937940690846137,1788937953980837473,1788937940695729354,1788937953982199879,"{""min"": 0.040000629, ""median"": 0.0499996925, ""p95"": 0.05001413, ""max"": 0.050036005}","{""min"": 0.006156448, ""median"": 0.0499496375, ""p95"": 0.052288074, ""max"": 0.108595034}","{""min"": 0.000774649, ""median"": 0.001448745, ""p95"": 0.0086221765, ""max"": 0.059608948}",0,0,0,20.000123000756457,20.015061957147992,0.2499984625,0,0
gait_20260909_151220_d3ace6be729a,/STEER,drdds/msg/Steer,94,94,0.996450432,11.006413197,1.329769205,11.290883722,1788937941669899355,1788937951679862120,1788937942003218128,1788937951964332645,"{""min"": 6.7114e-05, ""median"": 8.0911e-05, ""p95"": 1.0000805923999998, ""max"": 2.00234203}","{""min"": 0.03878886, ""median"": 0.080849788, ""p95"": 0.09500964079999998, ""max"": 2.33976452}","{""min"": -0.663647563, ""median"": -0.1931717615, ""p95"": 0.28352768764999997, ""max"": 0.333318773}",0,0,0,12359.258938834028,9.290743850234493,0.1,9,2
gait_20260909_151220_d3ace6be729a,/rslidar_front/points,sensor_msgs/msg/PointCloud2,133,133,-0.073387745,13.126541969,0.049059611,13.246558213,1788937940600061178,1788937953799990892,1788937940722508534,1788937953920007136,"{""min"": 0.099218845, ""median"": 0.099998951, ""p95"": 0.1001692413, ""max"": 0.100416899}","{""min"": 0.022938883, ""median"": 0.10006554000000001, ""p95"": 0.11316541954999994, ""max"": 0.186122963}","{""min"": 0.115296259, ""median"": 0.120540264, ""p95"": 0.13297311159999992, ""max"": 0.206726576}",0,0,0,10.000104901100412,10.000053247253224,0.499994755,0,0
gait_20260909_151220_d3ace6be729a,/rslidar_rear/points,sensor_msgs/msg/PointCloud2,133,133,-0.07337487,13.126574156,0.054882775,13.250639622,1788937940600074053,1788937953800023079,1788937940728331698,1788937953924088545,"{""min"": 0.098170757, ""median"": 0.09999692399999999, ""p95"": 0.100182879, ""max"": 0.101278067}","{""min"": 0.022284034, ""median"": 0.0995103735, ""p95"": 0.11659004654999987, ""max"": 0.196289972}","{""min"": 0.115636028, ""median"": 0.12382749, ""p95"": 0.13981194179999987, ""max"": 0.211913936}",0,0,0,10.000307609462068,10.000038616815791,0.49998461999999994,0,0
gait_20260909_151538_271bf7a9d4d2,/IMU,sensor_msgs/msg/Imu,4973,4973,-0.018545868,24.841454132,0.005581377,24.852925949,1788938138028000000,1788938162888000000,1788938138052127245,1788938162899471817,"{""min"": 0.005, ""median"": 0.005, ""p95"": 0.005, ""max"": 0.005}","{""min"": 0.000940448, ""median"": 0.004931953, ""p95"": 0.008420137500000001, ""max"": 0.078565917}","{""min"": 0.009342132, ""median"": 0.011480544, ""p95"": 0.03343159959999998, ""max"": 0.111608158}",0,0,0,200.0,200.0,0.1,0,0
gait_20260909_151538_271bf7a9d4d2,/JOINTS_DATA,drdds/msg/JointsData,4974,4974,-0.014894069,24.850098929,-0.005763777,24.851700829,1788938138031651799,1788938162896644797,1788938138040782091,1788938162898246697,"{""min"": 0.004930917, ""median"": 0.005000042, ""p95"": 0.005009959, ""max"": 0.005066542}","{""min"": 0.001037088, ""median"": 0.004923615, ""p95"": 0.00921980719999999, ""max"": 0.077750877}","{""min"": 0.000830767, ""median"": 0.0016922719999999999, ""p95"": 0.025585953049999974, ""max"": 0.104762837}",0,0,0,199.9983200141119,200.00005632014455,0.1,0,0
gait_20260909_151538_271bf7a9d4d2,/JOINTS_DATA_10HZ,drdds/msg/JointsData,249,249,0.025121435,24.825104843,0.03135386,24.827415388,1788938138071667303,1788938162871650711,1788938138077899728,1788938162873961256,"{""min"": 0.09997751, ""median"": 0.099999677, ""p95"": 0.10001512010000001, ""max"": 0.100021843}","{""min"": 0.040804927, ""median"": 0.099957957, ""p95"": 0.10200640744999999, ""max"": 0.160309915}","{""min"": 0.001146937, ""median"": 0.002629099, ""p95"": 0.0042996931999999995, ""max"": 0.063115235}",0,0,0,10.00003230010433,10.000006690327057,0.499998385,0,0
gait_20260909_151538_271bf7a9d4d2,/MOTION_INFO,drdds/msg/MotionInfo,497,497,0.034291436,24.834292636,0.04290903,24.835750716,1788938138080837304,1788938162880838504,1788938138089454898,1788938162882296584,"{""min"": 0.04980588, ""median"": 0.05000013, ""p95"": 0.05001070275, ""max"": 0.050181547}","{""min"": 0.005644448, ""median"": 0.049666774999999996, ""p95"": 0.0541690935, ""max"": 0.107741624}","{""min"": 0.000817026, ""median"": 0.002849486, ""p95"": 0.007358836599999993, ""max"": 0.059124081}",0,0,0,19.999948000135202,19.99999903225811,0.25000065,0,0
gait_20260909_151538_271bf7a9d4d2,/rslidar_front/points,sensor_msgs/msg/PointCloud2,248,248,-0.046531801,24.653464193,0.075444522,24.781932602,1788938138000014067,1788938162700010061,1788938138121990390,1788938162828478470,"{""min"": 0.099884033, ""median"": 0.099998951, ""p95"": 0.100108862, ""max"": 0.100117922}","{""min"": 0.062634939, ""median"": 0.100013745, ""p95"": 0.1086392875, ""max"": 0.140060278}","{""min"": 0.116870091, ""median"": 0.1231130025, ""p95"": 0.12845321445000002, ""max"": 0.161113951}",0,0,0,10.000104901100412,10.000001621862612,0.499994755,0,0
gait_20260909_151538_271bf7a9d4d2,/rslidar_rear/points,sensor_msgs/msg/PointCloud2,248,248,-0.046525841,24.653469438,0.081017131,24.771013753,1788938138000020027,1788938162700015306,1788938138127562999,1788938162817559621,"{""min"": 0.09987688, ""median"": 0.100000143, ""p95"": 0.1001091, ""max"": 0.100114823}","{""min"": 0.051418621, ""median"": 0.100168221, ""p95"": 0.11107457109999999, ""max"": 0.148063541}","{""min"": 0.11599386, ""median"": 0.126587666, ""p95"": 0.12995158515, ""max"": 0.177290143}",0,0,0,9.99998570002045,10.000001911336398,0.500000715,0,0
gait_20260909_151616_30765a77bc55,/HANDLE_STEER,drdds/msg/Steer,615,615,1.636570327,53.688466162,0.862568745,52.760613279,1788938177905025237,1788938229956921072,1788938177131023655,1788938229029068189,"{""min"": 1.42e-07, ""median"": 8.0978e-05, ""p95"": 1.0000806505, ""max"": 1.000566412}","{""min"": 0.001408546, ""median"": 0.0806660355, ""p95"": 0.10038392875000005, ""max"": 0.566937014}","{""min"": -0.932201743, ""median"": -0.423160784, ""p95"": 0.01901478299999997, ""max"": 0.079991831}",0,0,0,12349.033070710564,11.795920016944757,0.1,52,9
gait_20260909_151616_30765a77bc55,/IMU,sensor_msgs/msg/Imu,11387,11387,-0.01545491,56.91454509,0.004488702,56.926672937,1788938176253000000,1788938233183000000,1788938176272943612,1788938233195127847,"{""min"": 0.005, ""median"": 0.005, ""p95"": 0.005, ""max"": 0.005}","{""min"": 0.000833536, ""median"": 0.004923743499999999, ""p95"": 0.00833648675, ""max"": 0.240865056}","{""min"": 0.009310667, ""median"": 0.011487427, ""p95"": 0.06329029919999989, ""max"": 0.268969418}",0,0,0,200.0,200.0,0.1,0,1
gait_20260909_151616_30765a77bc55,/JOINTS_DATA,drdds/msg/JointsData,11387,11387,-0.006807645,56.923188617,-0.004847774,56.925155305,1788938176261647265,1788938233191643527,1788938176263607136,1788938233193610215,"{""min"": 0.004934709, ""median"": 0.005000042, ""p95"": 0.00501141775, ""max"": 0.005068584}","{""min"": 0.001064896, ""median"": 0.004915776, ""p95"": 0.009104938, ""max"": 0.243722848}","{""min"": 0.000788485, ""median"": 0.001718162, ""p95"": 0.05379054699999973, ""max"": 0.261583261}",0,0,0,199.9983200141119,200.00001313191723,0.1,0,1
gait_20260909_151616_30765a77bc55,/JOINTS_DATA_10HZ,drdds/msg/JointsData,570,570,0.003197981,56.903193115,0.013211738,56.905473255,1788938176271652891,1788938233171648025,1788938176281666648,1788938233173928165,"{""min"": 0.099955926, ""median"": 0.10000026, ""p95"": 0.10001951, ""max"": 0.100041969}","{""min"": 0.013414816, ""median"": 0.099946767, ""p95"": 0.1026132174, ""max"": 0.283289855}","{""min"": 0.001038922, ""median"": 0.002643545, ""p95"": 0.017405498249999835, ""max"": 0.186174354}",0,0,0,9.999974000067601,10.000000855184608,0.5000013,0,0
gait_20260909_151616_30765a77bc55,/MOTION_INFO,drdds/msg/MotionInfo,1139,1139,0.01238694,56.912382657,0.017903256,56.913839368,1788938176280841850,1788938233180837567,1788938176286358166,1788938233182294278,"{""min"": 0.049860422, ""median"": 0.049999839, ""p95"": 0.05001238, ""max"": 0.050134588}","{""min"": 0.002808064, ""median"": 0.0497370095, ""p95"": 0.05499741185, ""max"": 0.276305951}","{""min"": 0.000744794, ""median"": 0.002879421, ""p95"": 0.013060617499999889, ""max"": 0.227784287}",0,0,0,20.00006440020737,20.000001505448267,0.24999919499999998,0,1
gait_20260909_151616_30765a77bc55,/STEER,drdds/msg/Steer,615,615,1.636570327,53.688466162,0.86125777,52.760109343,1788938177905025237,1788938229956921072,1788938177129712680,1788938229028564253,"{""min"": 1.42e-07, ""median"": 8.0978e-05, ""p95"": 1.0000806505, ""max"": 1.000566412}","{""min"": 0.00145469, ""median"": 0.08060716849999999, ""p95"": 0.09875914685000002, ""max"": 0.568807957}","{""min"": -0.933164367, ""median"": -0.423703792, ""p95"": 0.019855192299999883, ""max"": 0.079550807}",0,0,0,12349.033070710564,11.795920016944757,0.1,52,9
gait_20260909_151616_30765a77bc55,/rslidar_front/points,sensor_msgs/msg/PointCloud2,569,569,-0.068441988,56.731556296,0.054305998,56.854545156,1788938176200012922,1788938233000011206,1788938176322760908,1788938233123000066,"{""min"": 0.095332384, ""median"": 0.099997043, ""p95"": 0.10025109025000001, ""max"": 0.104968786}","{""min"": 0.013469632, ""median"": 0.099802457, ""p95"": 0.11193895635, ""max"": 0.336671166}","{""min"": 0.112477814, ""median"": 0.123076732, ""p95"": 0.1341848516, ""max"": 0.360661001}",0,0,0,10.000295708744108,10.000000302112685,0.499985215,0,0
gait_20260909_151616_30765a77bc55,/rslidar_rear/points,sensor_msgs/msg/PointCloud2,569,569,-0.068442703,56.731556057,0.05991451,56.859002084,1788938176200012207,1788938233000010967,1788938176328369420,1788938233127456994,"{""min"": 0.095384359, ""median"": 0.099997997, ""p95"": 0.1002166154, ""max"": 0.104863882}","{""min"": 0.013427808, ""median"": 0.099957233, ""p95"": 0.11224369675, ""max"": 0.24725728}","{""min"": 0.116189706, ""median"": 0.126767463, ""p95"": 0.13383791080000002, ""max"": 0.264859175}",0,0,0,10.00020030401209,10.000000218309864,0.499989985,0,0
gait_20260909_151734_72594dc0ad20,/HANDLE_STEER,drdds/msg/Steer,676,676,1.622990205,56.678252739,1.300626056,56.526866637,1788938255983522523,1788938311038785057,1788938255661158374,1788938310887398955,"{""min"": 5.3022e-05, ""median"": 8.0951e-05, ""p95"": 1.0000806241, ""max"": 1.000324615}","{""min"": 0.010926017, ""median"": 0.080573684, ""p95"": 0.09265926679999997, ""max"": 0.329966893}","{""min"": -1.026960251, ""median"": -0.5062473945, ""p95"": -0.058007357499999995, ""max"": 0.009638372}",0,0,0,12353.151906708996,12.260408341221625,0.1,55,5
gait_20260909_151734_72594dc0ad20,/IMU,sensor_msgs/msg/Imu,11673,11673,-0.017532318,58.342467682,-0.005608861,58.354446436,1788938254343000000,1788938312703000000,1788938254354923457,1788938312714978754,"{""min"": 0.005, ""median"": 0.005, ""p95"": 0.005, ""max"": 0.005}","{""min"": 0.000856864, ""median"": 0.0049287045, ""p95"": 0.008039030899999997, ""max"": 0.265271242}","{""min"": 0.009206808, ""median"": 0.011484115, ""p95"": 0.07084192459999998, ""max"": 0.308824813}",0,0,0,200.0,200.0,0.1,0,1
