recording_id,topic,receive_start_s,end_s,source_median_hz,source_dt_p95_s
gait_20260909_151135_f45a816f4062,/MOTION_INFO,10.0,15.0,19.99977300257642,0.0500125842
gait_20260909_151135_f45a816f4062,/MOTION_INFO,15.0,20.0,20.000006200001923,0.05001064455
gait_20260909_151135_f45a816f4062,/MOTION_INFO,20.0,25.0,19.999831401421286,0.0500118252
gait_20260909_151135_f45a816f4062,/MOTION_INFO,25.0,26.31858701400006,20.000064800209955,0.0500126139
gait_20260909_151135_f45a816f4062,/STEER,0.0,5.0,12244.623079890043,1.0006223103
gait_20260909_151135_f45a816f4062,/STEER,5.0,10.0,12340.955930446371,1.0000860602000001
gait_20260909_151135_f45a816f4062,/STEER,10.0,15.0,12373.174956693887,1.00008137125
gait_20260909_151135_f45a816f4062,/STEER,15.0,20.0,12408.02551090045,0.9000804208999985
gait_20260909_151135_f45a816f4062,/STEER,20.0,25.0,12387.04562768257,0.6501372820499987
gait_20260909_151135_f45a816f4062,/rslidar_front/points,0.0,5.0,10.000104901100412,0.10010994690000001
gait_20260909_151135_f45a816f4062,/rslidar_front/points,5.0,10.0,10.000104901100412,0.1001081343
gait_20260909_151135_f45a816f4062,/rslidar_front/points,10.0,15.0,10.00000955000912,0.10032658565000001
gait_20260909_151135_f45a816f4062,/rslidar_front/points,15.0,20.0,10.000247956148073,0.1002721785
gait_20260909_151135_f45a816f4062,/rslidar_front/points,20.0,25.0,10.001034807071488,0.100297177
gait_20260909_151135_f45a816f4062,/rslidar_front/points,25.0,26.31858701400006,10.000247906145592,0.10006012895
gait_20260909_151135_f45a816f4062,/rslidar_rear/points,0.0,5.0,10.00000955000912,0.1000806692
gait_20260909_151135_f45a816f4062,/rslidar_rear/points,5.0,10.0,9.99980690372869,0.10010122075
gait_20260909_151135_f45a816f4062,/rslidar_rear/points,10.0,15.0,10.000402916233496,0.1003481748
gait_20260909_151135_f45a816f4062,/rslidar_rear/points,15.0,20.0,9.999949950250498,0.1003751519
gait_20260909_151135_f45a816f4062,/rslidar_rear/points,20.0,25.0,10.00000955000912,0.10024853955
gait_20260909_151135_f45a816f4062,/rslidar_rear/points,25.0,26.31858701400006,10.000045250204757,0.10005371575
gait_20260909_151220_d3ace6be729a,/HANDLE_STEER,0.0,5.0,12368.583797155226,1.0001772004
gait_20260909_151220_d3ace6be729a,/HANDLE_STEER,5.0,10.0,12359.258938834028,1.000080488
gait_20260909_151220_d3ace6be729a,/HANDLE_STEER,10.0,13.335592623000139,12350.253180190193,0.3000845724999989
gait_20260909_151220_d3ace6be729a,/IMU,0.0,5.0,200.0,0.005
gait_20260909_151220_d3ace6be729a,/IMU,5.0,10.0,200.0,0.005
gait_20260909_151220_d3ace6be729a,/IMU,10.0,13.335592623000139,200.0,0.005
gait_20260909_151220_d3ace6be729a,/JOINTS_DATA,0.0,5.0,199.9983200141119,0.005026584
gait_20260909_151220_d3ace6be729a,/JOINTS_DATA,5.0,10.0,199.99828001479187,0.0050175566
gait_20260909_151220_d3ace6be729a,/JOINTS_DATA,10.0,13.335592623000139,199.9983200141119,0.0050265256
gait_20260909_151220_d3ace6be729a,/JOINTS_DATA_10HZ,0.0,5.0,9.999682310093009,0.100023156
gait_20260909_151220_d3ace6be729a,/JOINTS_DATA_10HZ,5.0,10.0,10.00011985143642,0.1000361203
gait_20260909_151220_d3ace6be729a,/JOINTS_DATA_10HZ,10.0,13.335592623000139,10.00020735429949,0.1000306225
gait_20260909_151220_d3ace6be729a,/MOTION_INFO,0.0,5.0,20.000239802875235,0.05001480145
gait_20260909_151220_d3ace6be729a,/MOTION_INFO,5.0,10.0,20.000064800209955,0.0500139119
gait_20260909_151220_d3ace6be729a,/MOTION_INFO,10.0,13.335592623000139,20.000064800209955,0.05001361925
gait_20260909_151220_d3ace6be729a,/STEER,0.0,5.0,12368.583797155226,1.0001772004
gait_20260909_151220_d3ace6be729a,/STEER,5.0,10.0,12359.258938834028,1.000080488
gait_20260909_151220_d3ace6be729a,/STEER,10.0,13.335592623000139,12350.253180190193,0.3000845724999989
gait_20260909_151220_d3ace6be729a,/rslidar_front/points,0.0,5.0,9.999938050383777,0.1001343604
gait_20260909_151220_d3ace6be729a,/rslidar_front/points,5.0,10.0,10.000188353547639,0.10020884295
gait_20260909_151220_d3ace6be729a,/rslidar_front/points,10.0,13.335592623000139,10.000295608738194,0.100188458
gait_20260909_151220_d3ace6be729a,/rslidar_rear/points,0.0,5.0,10.000450620304951,0.10010104185
gait_20260909_151220_d3ace6be729a,/rslidar_rear/points,5.0,10.0,9.999902250955497,0.1004535555
gait_20260909_151220_d3ace6be729a,/rslidar_rear/points,10.0,13.335592623000139,10.00089177951998,0.1001032464
gait_20260909_151538_271bf7a9d4d2,/IMU,0.0,5.0,200.0,0.005
gait_20260909_151538_271bf7a9d4d2,/IMU,5.0,10.0,200.0,0.005
gait_20260909_151538_271bf7a9d4d2,/IMU,10.0,15.0,200.0,0.005
gait_20260909_151538_271bf7a9d4d2,/IMU,15.0,20.0,200.0,0.005
gait_20260909_151538_271bf7a9d4d2,/IMU,20.0,24.862878365999904,200.0,0.005
gait_20260909_151538_271bf7a9d4d2,/JOINTS_DATA,0.0,5.0,199.9983200141119,0.005008793
gait_20260909_151538_271bf7a9d4d2,/JOINTS_DATA,5.0,10.0,200.0099604960327,0.005009667
gait_20260909_151538_271bf7a9d4d2,/JOINTS_DATA,10.0,15.0,199.9983200141119,0.005009959
gait_20260909_151538_271bf7a9d4d2,/JOINTS_DATA,15.0,20.0,199.9983200141119,0.005011126
gait_20260909_151538_271bf7a9d4d2,/JOINTS_DATA,20.0,24.862878365999904,199.9983200141119,0.00501041105
gait_20260909_151538_271bf7a9d4d2,/JOINTS_DATA_10HZ,0.0,5.0,10.000017750031507,0.10001283065
gait_20260909_151538_271bf7a9d4d2,/JOINTS_DATA_10HZ,5.0,10.0,10.00003230010433,0.1000116642
gait_20260909_151538_271bf7a9d4d2,/JOINTS_DATA_10HZ,10.0,15.0,10.000061500378228,0.1000157324
gait_20260909_151538_271bf7a9d4d2,/JOINTS_DATA_10HZ,15.0,20.0,10.00009065082175,0.10001792059999999
gait_20260909_151538_271bf7a9d4d2,/JOINTS_DATA_10HZ,20.0,24.862878365999904,9.999930250486502,0.10001564574999999
gait_20260909_151538_271bf7a9d4d2,/MOTION_INFO,0.0,5.0,20.00006460020866,0.05000927405
gait_20260909_151538_271bf7a9d4d2,/MOTION_INFO,5.0,10.0,19.999948000135202,0.0500086901
gait_20260909_151538_271bf7a9d4d2,/MOTION_INFO,10.0,15.0,20.00006440020737,0.050011213049999996
gait_20260909_151538_271bf7a9d4d2,/MOTION_INFO,15.0,20.0,19.999948000135202,0.05001092105
gait_20260909_151538_271bf7a9d4d2,/MOTION_INFO,20.0,24.862878365999904,19.999948000135202,0.05000895275
gait_20260909_151538_271bf7a9d4d2,/rslidar_front/points,0.0,5.0,10.000093000864908,0.1000819449
gait_20260909_151538_271bf7a9d4d2,/rslidar_front/points,5.0,10.0,10.000104901100412,0.100108659
gait_20260909_151538_271bf7a9d4d2,/rslidar_front/points,10.0,15.0,10.000104901100412,0.10010757455000001
gait_20260909_151538_271bf7a9d4d2,/rslidar_front/points,15.0,20.0,10.000104901100412,0.1001090883
gait_20260909_151538_271bf7a9d4d2,/rslidar_front/points,20.0,24.862878365999904,10.000009500009025,0.1000914812
gait_20260909_151538_271bf7a9d4d2,/rslidar_rear/points,0.0,5.0,9.999997600000576,0.10010770545
gait_20260909_151538_271bf7a9d4d2,/rslidar_rear/points,5.0,10.0,9.999949900251,0.10010824185
gait_20260909_151538_271bf7a9d4d2,/rslidar_rear/points,10.0,15.0,9.999997600000576,0.1001078957
gait_20260909_151538_271bf7a9d4d2,/rslidar_rear/points,15.0,20.0,9.999997600000576,0.10008053765
gait_20260909_151538_271bf7a9d4d2,/rslidar_rear/points,20.0,24.862878365999904,10.000009500009025,0.1001100783
gait_20260909_151616_30765a77bc55,/HANDLE_STEER,0.0,5.0,12346.136276652222,1.000080651
gait_20260909_151616_30765a77bc55,/HANDLE_STEER,5.0,10.0,12383.287515169526,1.000080879
gait_20260909_151616_30765a77bc55,/HANDLE_STEER,10.0,15.0,12360.863035457136,1.0000805676000002
gait_20260909_151616_30765a77bc55,/HANDLE_STEER,15.0,20.0,12362.161894872175,1.0000803551500002
gait_20260909_151616_30765a77bc55,/HANDLE_STEER,20.0,25.0,12361.397826866263,1.000080683
gait_20260909_151616_30765a77bc55,/HANDLE_STEER,25.0,30.0,12353.075606999253,1.0000805373
gait_20260909_151616_30765a77bc55,/HANDLE_STEER,30.0,35.0,12363.613884338392,1.0000813394999999
gait_20260909_151616_30765a77bc55,/HANDLE_STEER,35.0,40.0,12358.5715962949,1.0000791044000001
gait_20260909_151616_30765a77bc55,/HANDLE_STEER,40.0,45.0,12350.558245232683,1.0000819269
gait_20260909_151616_30765a77bc55,/HANDLE_STEER,45.0,50.0,12307.23788660111,1.000080079
gait_20260909_151616_30765a77bc55,/HANDLE_STEER,50.0,55.0,12275.963663147557,1.00008015225
gait_20260909_151616_30765a77bc55,/IMU,0.0,5.0,200.0,0.005
gait_20260909_151616_30765a77bc55,/IMU,5.0,10.0,200.0,0.005
gait_20260909_151616_30765a77bc55,/IMU,10.0,15.0,200.0,0.005
gait_20260909_151616_30765a77bc55,/IMU,15.0,20.0,200.0,0.005
gait_20260909_151616_30765a77bc55,/IMU,20.0,25.0,200.0,0.005
gait_20260909_151616_30765a77bc55,/IMU,25.0,30.0,200.0,0.005
gait_20260909_151616_30765a77bc55,/IMU,30.0,35.0,200.0,0.005
gait_20260909_151616_30765a77bc55,/IMU,35.0,40.0,200.0,0.005
gait_20260909_151616_30765a77bc55,/IMU,40.0,45.0,200.0,0.005
gait_20260909_151616_30765a77bc55,/IMU,45.0,50.0,200.0,0.005
gait_20260909_151616_30765a77bc55,/IMU,50.0,55.0,200.0,0.005
gait_20260909_151616_30765a77bc55,/IMU,55.0,56.93477197700008,200.0,0.005
gait_20260909_151616_30765a77bc55,/JOINTS_DATA,0.0,5.0,199.9983200141119,0.005009959
gait_20260909_151616_30765a77bc55,/JOINTS_DATA,5.0,10.0,199.9983200141119,0.00500939055
gait_20260909_151616_30765a77bc55,/JOINTS_DATA,10.0,15.0,199.98668088705293,0.0050123065999999996
gait_20260909_151616_30765a77bc55,/JOINTS_DATA,15.0,20.0,199.98664089238838,0.005013167
gait_20260909_151616_30765a77bc55,/JOINTS_DATA,20.0,25.0,199.9983200141119,0.005014625
gait_20260909_151616_30765a77bc55,/JOINTS_DATA,25.0,30.0,200.0099604960327,0.005013459
gait_20260909_151616_30765a77bc55,/JOINTS_DATA,30.0,35.0,200.010000500025,0.005010542
gait_20260909_151616_30765a77bc55,/JOINTS_DATA,35.0,40.0,199.9983200141119,0.005011709
gait_20260909_151616_30765a77bc55,/JOINTS_DATA,40.0,45.0,199.9983200141119,0.005012583
gait_20260909_151616_30765a77bc55,/JOINTS_DATA,45.0,50.0,199.9983200141119,0.005010542
gait_20260909_151616_30765a77bc55,/JOINTS_DATA,50.0,55.0,199.9983200141119,0.005009084
gait_20260909_151616_30765a77bc55,/JOINTS_DATA,55.0,56.93477197700008,199.9983200141119,0.005009667
gait_20260909_151616_30765a77bc55,/JOINTS_DATA_10HZ,0.0,5.0,9.999944800304702,0.1000100748
gait_20260909_151616_30765a77bc55,/JOINTS_DATA_10HZ,5.0,10.0,9.999959450164429,0.1000126119
gait_20260909_151616_30765a77bc55,/JOINTS_DATA_10HZ,10.0,15.0,10.000003150000992,0.1000161266
gait_20260909_151616_30765a77bc55,/JOINTS_DATA_10HZ,15.0,20.0,9.99991560071233,0.10001832875
gait_20260909_151616_30765a77bc55,/JOINTS_DATA_10HZ,20.0,25.0,10.000076100579127,0.10002073485
gait_20260909_151616_30765a77bc55,/JOINTS_DATA_10HZ,25.0,30.0,9.999973950067861,0.10002667059999999
gait_20260909_151616_30765a77bc55,/JOINTS_DATA_10HZ,30.0,35.0,9.99998855001311,0.10001937905000001
gait_20260909_151616_30765a77bc55,/JOINTS_DATA_10HZ,35.0,40.0,10.000003200001025,0.100017177
gait_20260909_151616_30765a77bc55,/JOINTS_DATA_10HZ,40.0,45.0,9.99990110097811,0.10001504765
gait_20260909_151616_30765a77bc55,/JOINTS_DATA_10HZ,45.0,50.0,10.00009065082175,0.100016302
gait_20260909_151616_30765a77bc55,/JOINTS_DATA_10HZ,50.0,55.0,9.99994485030415,0.1000160683
gait_20260909_151616_30765a77bc55,/JOINTS_DATA_10HZ,55.0,56.93477197700008,10.000236505593357,0.1000191306
gait_20260909_151616_30765a77bc55,/MOTION_INFO,0.0,5.0,19.999948000135202,0.05001242375
gait_20260909_151616_30765a77bc55,/MOTION_INFO,5.0,10.0,20.000006200001923,0.050015618149999996
gait_20260909_151616_30765a77bc55,/MOTION_INFO,10.0,15.0,20.00006440020737,0.05001300675
gait_20260909_151616_30765a77bc55,/MOTION_INFO,15.0,20.0,20.00006440020737,0.05001065915
gait_20260909_151616_30765a77bc55,/MOTION_INFO,20.0,25.0,19.999948000135202,0.05001127135
gait_20260909_151616_30765a77bc55,/MOTION_INFO,25.0,30.0,19.999948000135202,0.0500132842
gait_20260909_151616_30765a77bc55,/MOTION_INFO,30.0,35.0,20.00006460020866,0.0500127157
gait_20260909_151616_30765a77bc55,/MOTION_INFO,35.0,40.0,19.999948000135202,0.05000976955
gait_20260909_151616_30765a77bc55,/MOTION_INFO,40.0,45.0,20.00006440020737,0.0500112276
gait_20260909_151616_30765a77bc55,/MOTION_INFO,45.0,50.0,19.999948000135202,0.0500104119
gait_20260909_151616_30765a77bc55,/MOTION_INFO,50.0,55.0,20.000064800209955,0.05001770295
gait_20260909_151616_30765a77bc55,/MOTION_INFO,55.0,56.93477197700008,20.00006460020866,0.0500058024
gait_20260909_151616_30765a77bc55,/STEER,0.0,5.0,12346.136276652222,1.000080651
gait_20260909_151616_30765a77bc55,/STEER,5.0,10.0,12383.287515169526,1.000080879
gait_20260909_151616_30765a77bc55,/STEER,10.0,15.0,12360.863035457136,1.0000805676000002
gait_20260909_151616_30765a77bc55,/STEER,15.0,20.0,12362.161894872175,1.0000803551500002
gait_20260909_151616_30765a77bc55,/STEER,20.0,25.0,12361.397826866263,1.000080683
gait_20260909_151616_30765a77bc55,/STEER,25.0,30.0,12353.075606999253,1.0000805373
gait_20260909_151616_30765a77bc55,/STEER,30.0,35.0,12363.613884338392,1.0000813394999999
gait_20260909_151616_30765a77bc55,/STEER,35.0,40.0,12358.5715962949,1.0000791044000001
gait_20260909_151616_30765a77bc55,/STEER,40.0,45.0,12350.558245232683,1.0000819269
gait_20260909_151616_30765a77bc55,/STEER,45.0,50.0,12307.23788660111,1.000080079
gait_20260909_151616_30765a77bc55,/STEER,50.0,55.0,12275.963663147557,1.00008015225
gait_20260909_151616_30765a77bc55,/rslidar_front/points,0.0,5.0,10.000152552327185,0.10011123375
gait_20260909_151616_30765a77bc55,/rslidar_front/points,5.0,10.0,9.999890301203395,0.10011384495
gait_20260909_151616_30765a77bc55,/rslidar_front/points,10.0,15.0,10.001547589466256,0.10022939460000001
gait_20260909_151616_30765a77bc55,/rslidar_front/points,15.0,20.0,10.000939438246132,0.10015529385
gait_20260909_151616_30765a77bc55,/rslidar_front/points,20.0,25.0,9.999902250955497,0.1003675699
gait_20260909_151616_30765a77bc55,/rslidar_front/points,25.0,30.0,10.007847753894694,0.10049008135
gait_20260909_151616_30765a77bc55,/rslidar_front/points,30.0,35.0,10.000498324831527,0.10010614425
gait_20260909_151616_30765a77bc55,/rslidar_front/points,35.0,40.0,10.000653342682877,0.10040735025
gait_20260909_151616_30765a77bc55,/rslidar_front/points,40.0,45.0,10.000259906754977,0.10011303395
gait_20260909_151616_30765a77bc55,/rslidar_front/points,45.0,50.0,10.000200254010085,0.1002210615
gait_20260909_151616_30765a77bc55,/rslidar_front/points,50.0,55.0,10.00020030401209,0.1001496318
gait_20260909_151616_30765a77bc55,/rslidar_front/points,55.0,56.93477197700008,10.000045250204757,0.1001070381
gait_20260909_151616_30765a77bc55,/rslidar_rear/points,0.0,5.0,10.000152602328711,0.10010032655
gait_20260909_151616_30765a77bc55,/rslidar_rear/points,5.0,10.0,10.000247956148073,0.10009754835
gait_20260909_151616_30765a77bc55,/rslidar_rear/points,10.0,15.0,9.999353891748283,0.1001379964
gait_20260909_151616_30765a77bc55,/rslidar_rear/points,15.0,20.0,9.998567305290825,0.10014457685
gait_20260909_151616_30765a77bc55,/rslidar_rear/points,20.0,25.0,9.997947671291774,0.10051413755
gait_20260909_151616_30765a77bc55,/rslidar_rear/points,25.0,30.0,10.000999049800079,0.10027641055
gait_20260909_151616_30765a77bc55,/rslidar_rear/points,30.0,35.0,10.002799833687448,0.100361669
gait_20260909_151616_30765a77bc55,/rslidar_rear/points,35.0,40.0,10.000498274826542,0.10031727515
gait_20260909_151616_30765a77bc55,/rslidar_rear/points,40.0,45.0,10.000367213484079,0.10030189755
gait_20260909_151616_30765a77bc55,/rslidar_rear/points,45.0,50.0,10.000152602328711,0.10008325625
gait_20260909_151616_30765a77bc55,/rslidar_rear/points,50.0,55.0,9.999794954204464,0.10011589515
gait_20260909_151616_30765a77bc55,/rslidar_rear/points,55.0,56.93477197700008,10.000057250327758,0.10005067534999999
gait_20260909_151734_72594dc0ad20,/HANDLE_STEER,0.0,5.0,12332.737251032866,1.0000801972
gait_20260909_151734_72594dc0ad20,/HANDLE_STEER,5.0,10.0,12355.288681320038,1.000080159
gait_20260909_151734_72594dc0ad20,/HANDLE_STEER,10.0,15.0,12358.5715962949,1.0000803674
gait_20260909_151734_72594dc0ad20,/HANDLE_STEER,15.0,20.0,12326.504449868107,1.0000809952
gait_20260909_151734_72594dc0ad20,/HANDLE_STEER,20.0,25.0,12365.21911168266,1.0000807244
gait_20260909_151734_72594dc0ad20,/HANDLE_STEER,25.0,30.0,12352.083796536475,1.00007995215
gait_20260909_151734_72594dc0ad20,/HANDLE_STEER,30.0,35.0,12380.681185078802,1.0000809580999999
gait_20260909_151734_72594dc0ad20,/HANDLE_STEER,35.0,40.0,12345.75522071124,1.00007971545
gait_20260909_151734_72594dc0ad20,/HANDLE_STEER,40.0,45.0,12381.447638857937,1.00008092055
gait_20260909_151734_72594dc0ad20,/HANDLE_STEER,45.0,50.0,12297.702789118992,1.000080328
gait_20260909_151734_72594dc0ad20,/HANDLE_STEER,50.0,55.0,12369.884279732563,1.000080198
gait_20260909_151734_72594dc0ad20,/HANDLE_STEER,55.0,58.36690297999985,12305.19340687737,0.15008865374999858
gait_20260909_151734_72594dc0ad20,/IMU,0.0,5.0,200.0,0.005
gait_20260909_151734_72594dc0ad20,/IMU,5.0,10.0,200.0,0.005
gait_20260909_151734_72594dc0ad20,/IMU,10.0,15.0,200.0,0.005
gait_20260909_151734_72594dc0ad20,/IMU,15.0,20.0,200.0,0.005
gait_20260909_151734_72594dc0ad20,/IMU,20.0,25.0,200.0,0.005
gait_20260909_151734_72594dc0ad20,/IMU,25.0,30.0,200.0,0.005
gait_20260909_151734_72594dc0ad20,/IMU,30.0,35.0,200.0,0.005
gait_20260909_151734_72594dc0ad20,/IMU,35.0,40.0,200.0,0.005
gait_20260909_151734_72594dc0ad20,/IMU,40.0,45.0,200.0,0.005
gait_20260909_151734_72594dc0ad20,/IMU,45.0,50.0,200.0,0.005
gait_20260909_151734_72594dc0ad20,/IMU,50.0,55.0,200.0,0.005
gait_20260909_151734_72594dc0ad20,/IMU,55.0,58.36690297999985,200.0,0.005
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA,0.0,5.0,199.9983200141119,0.005009084
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA,5.0,10.0,199.9983200141119,0.0050111396
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA,10.0,15.0,199.9983200141119,0.0050111406
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA,15.0,20.0,199.9983200141119,0.00500995805
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA,20.0,25.0,200.0099604960327,0.0050090985499999996
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA,25.0,30.0,200.0099604960327,0.0050099880999999995
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA,30.0,35.0,200.0099604960327,0.005009667
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA,35.0,40.0,199.9983200141119,0.00501025
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA,40.0,45.0,199.9983200141119,0.005009959
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA,45.0,50.0,199.9983200141119,0.0050088065999999995
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA,50.0,55.0,199.9983200141119,0.00500762505
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA,55.0,58.36690297999985,199.9983000144499,0.005009376
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA_10HZ,0.0,5.0,9.999828202951473,0.10001418745
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA_10HZ,5.0,10.0,10.000017750031507,0.1000173667
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA_10HZ,10.0,15.0,9.99998855001311,0.10001509155
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA_10HZ,15.0,20.0,10.000003200001025,0.10000774125
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA_10HZ,20.0,25.0,10.000003150000992,0.10000978325
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA_10HZ,25.0,30.0,10.000017750031507,0.10000962265
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA_10HZ,30.0,35.0,10.000061500378228,0.10001835795
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA_10HZ,35.0,40.0,9.999959400164835,0.10001325405
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA_10HZ,40.0,45.0,9.99998855001311,0.100008719
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA_10HZ,45.0,50.0,10.000046950220433,0.10000858705
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA_10HZ,50.0,55.0,10.000061500378228,0.1000124369
gait_20260909_151734_72594dc0ad20,/JOINTS_DATA_10HZ,55.0,58.36690297999985,10.000003200001025,0.1000126268
gait_20260909_151734_72594dc0ad20,/MOTION_INFO,0.0,5.0,19.999948000135202,0.0500086755
gait_20260909_151734_72594dc0ad20,/MOTION_INFO,5.0,10.0,20.00006440020737,0.050012102600000004
gait_20260909_151734_72594dc0ad20,/MOTION_INFO,10.0,15.0,19.99983120142466,0.0500103526
gait_20260909_151734_72594dc0ad20,/MOTION_INFO,15.0,20.0,19.999948000135202,0.050011796049999994
gait_20260909_151734_72594dc0ad20,/MOTION_INFO,20.0,25.0,19.999889600609404,0.050010514
gait_20260909_151734_72594dc0ad20,/MOTION_INFO,25.0,30.0,19.999948000135202,0.05001181155
gait_20260909_151734_72594dc0ad20,/MOTION_INFO,30.0,35.0,19.999948000135202,0.0500109356
gait_20260909_151734_72594dc0ad20,/MOTION_INFO,35.0,40.0,20.00006440020737,0.05001385325
gait_20260909_151734_72594dc0ad20,/MOTION_INFO,40.0,45.0,20.000006200001923,0.050013576149999996
gait_20260909_151734_72594dc0ad20,/MOTION_INFO,45.0,50.0,20.000006200001923,0.0500127303
gait_20260909_151734_72594dc0ad20,/MOTION_INFO,50.0,55.0,19.999948000135202,0.050009522349999995
gait_20260909_151734_72594dc0ad20,/MOTION_INFO,55.0,58.36690297999985,20.000006200001923,0.050011650500000004
gait_20260909_151734_72594dc0ad20,/STEER,0.0,5.0,12332.737251032866,1.0000801972
gait_20260909_151734_72594dc0ad20,/STEER,5.0,10.0,12355.288681320038,1.000080159
gait_20260909_151734_72594dc0ad20,/STEER,10.0,15.0,12358.5715962949,1.0000803674
gait_20260909_151734_72594dc0ad20,/STEER,15.0,20.0,12326.504449868107,1.0000809952
gait_20260909_151734_72594dc0ad20,/STEER,20.0,25.0,12365.21911168266,1.0000807244
gait_20260909_151734_72594dc0ad20,/STEER,25.0,30.0,12352.083796536475,1.00007995215
gait_20260909_151734_72594dc0ad20,/STEER,30.0,35.0,12380.681185078802,1.0000809580999999
gait_20260909_151734_72594dc0ad20,/STEER,35.0,40.0,12345.75522071124,1.00007971545
gait_20260909_151734_72594dc0ad20,/STEER,40.0,45.0,12381.447638857937,1.00008092055
gait_20260909_151734_72594dc0ad20,/STEER,45.0,50.0,12297.702789118992,1.000080328
gait_20260909_151734_72594dc0ad20,/STEER,50.0,55.0,12369.884279732563,1.000080198
gait_20260909_151734_72594dc0ad20,/STEER,55.0,58.36690297999985,12305.19340687737,0.15008865374999858
gait_20260909_151734_72594dc0ad20,/rslidar_front/points,0.0,5.0,10.000391015288699,0.1002821922
gait_20260909_151734_72594dc0ad20,/rslidar_front/points,5.0,10.0,9.999306248132504,0.1002027627
gait_20260909_151734_72594dc0ad20,/rslidar_front/points,10.0,15.0,9.998900970799793,0.10061261675
gait_20260909_151734_72594dc0ad20,/rslidar_front/points,15.0,20.0,9.999902250955497,0.10277718254999998
gait_20260909_151734_72594dc0ad20,/rslidar_front/points,20.0,25.0,10.00154753945078,0.10037002619999999
gait_20260909_151734_72594dc0ad20,/rslidar_front/points,25.0,30.0,10.000414817206618,0.10025447555
gait_20260909_151734_72594dc0ad20,/rslidar_front/points,30.0,35.0,10.001690685793527,0.10048286945
gait_20260909_151734_72594dc0ad20,/rslidar_front/points,35.0,40.0,10.001595254443084,0.1003577233
gait_20260909_151734_72594dc0ad20,/rslidar_front/points,40.0,45.0,10.000450670309457,0.10020687589999999
gait_20260909_151734_72594dc0ad20,/rslidar_front/points,45.0,50.0,9.995898432975489,0.1001855965
gait_20260909_151734_72594dc0ad20,/rslidar_front/points,50.0,55.0,10.000104901100412,0.10027210705
gait_20260909_151734_72594dc0ad20,/rslidar_front/points,55.0,58.36690297999985,10.000200254010085,0.1001412516
gait_20260909_151734_72594dc0ad20,/rslidar_rear/points,0.0,5.0,9.999747256388096,0.1002635601
gait_20260909_151734_72594dc0ad20,/rslidar_rear/points,5.0,10.0,10.000689097482262,0.1003892661
gait_20260909_151734_72594dc0ad20,/rslidar_rear/points,10.0,15.0,9.997411420248014,0.10060296055
gait_20260909_151734_72594dc0ad20,/rslidar_rear/points,15.0,20.0,9.99599380560259,0.10031328195
gait_20260909_151734_72594dc0ad20,/rslidar_rear/points,20.0,25.0,9.998853331499944,0.10040166369999999
gait_20260909_151734_72594dc0ad20,/rslidar_rear/points,25.0,30.0,10.005352913835665,0.10063205945
gait_20260909_151734_72594dc0ad20,/rslidar_rear/points,30.0,35.0,10.000152602328711,0.1004035835
gait_20260909_151734_72594dc0ad20,/rslidar_rear/points,35.0,40.0,9.999759205798325,0.100240028
gait_20260909_151734_72594dc0ad20,/rslidar_rear/points,40.0,45.0,9.999341993300131,0.1003098247
gait_20260909_151734_72594dc0ad20,/rslidar_rear/points,45.0,50.0,10.004708566015966,0.1004442453
gait_20260909_151734_72594dc0ad20,/rslidar_rear/points,50.0,55.0,10.002847510600843,0.10031390125
gait_20260909_151734_72594dc0ad20,/rslidar_rear/points,55.0,58.36690297999985,9.999890301203395,0.1002893445
gait_20260909_151931_7a0441190ea8,/HANDLE_STEER,0.0,5.0,12362.620381015959,1.0000795083
gait_20260909_151931_7a0441190ea8,/HANDLE_STEER,5.0,10.0,12355.288681320038,4.403490062799988
gait_20260909_151931_7a0441190ea8,/HANDLE_STEER,20.0,25.0,12375.012375012375,0.05008582235000071
gait_20260909_151931_7a0441190ea8,/HANDLE_STEER,25.0,30.0,12301.63611760364,1.000078511
gait_20260909_151931_7a0441190ea8,/HANDLE_STEER,30.0,35.0,12379.684937018354,1.0000812590000001
gait_20260909_151931_7a0441190ea8,/HANDLE_STEER,35.0,40.0,12344.307422632053,1.000077729
