recording_id,topic,receive_start_s,end_s,source_median_hz,source_dt_p95_s
gait_20260909_150146_9b19dc6690ec,/rslidar_rear/points,70.0,75.0,10.000402916233496,0.10021919
gait_20260909_150146_9b19dc6690ec,/rslidar_rear/points,75.0,80.0,10.001487971372942,0.10043092934999999
gait_20260909_150146_9b19dc6690ec,/rslidar_rear/points,80.0,85.0,10.002048469536803,0.100367737
gait_20260909_150146_9b19dc6690ec,/rslidar_rear/points,85.0,90.0,10.000510276036835,0.1002992991
gait_20260909_150146_9b19dc6690ec,/rslidar_rear/points,90.0,95.0,10.000796463430348,0.1003390907
gait_20260909_150146_9b19dc6690ec,/rslidar_rear/points,95.0,100.0,9.999747306385567,0.10037634399999999
gait_20260909_150146_9b19dc6690ec,/rslidar_rear/points,100.0,105.0,10.000247956148073,0.10008329199999999
gait_20260909_150146_9b19dc6690ec,/rslidar_rear/points,105.0,110.0,10.001154083175427,0.10048723215
gait_20260909_150146_9b19dc6690ec,/rslidar_rear/points,110.0,114.63989696200008,10.000009500009025,0.1001106256
gait_20260909_150705_4fe2b5f8eebd,/HANDLE_STEER,0.0,5.0,12339.585389930899,1.0002752142
gait_20260909_150705_4fe2b5f8eebd,/HANDLE_STEER,5.0,10.0,12344.459806438868,0.9500851501499992
gait_20260909_150705_4fe2b5f8eebd,/HANDLE_STEER,10.0,15.0,12267.605547411229,1.00008575075
gait_20260909_150705_4fe2b5f8eebd,/HANDLE_STEER,15.0,20.0,12292.638553402296,1.0000809024500001
gait_20260909_150705_4fe2b5f8eebd,/HANDLE_STEER,20.0,25.0,12345.221781909311,1.0003716114
gait_20260909_150705_4fe2b5f8eebd,/HANDLE_STEER,25.0,30.0,12341.641314878465,0.9501017758499957
gait_20260909_150705_4fe2b5f8eebd,/HANDLE_STEER,30.0,35.0,12352.083796536475,1.0000795489999998
gait_20260909_150705_4fe2b5f8eebd,/HANDLE_STEER,35.0,40.0,12288.484461211398,1.0000829626
gait_20260909_150705_4fe2b5f8eebd,/HANDLE_STEER,40.0,45.0,12322.251521798062,1.0000813433
gait_20260909_150705_4fe2b5f8eebd,/HANDLE_STEER,45.0,50.0,12258.13173814179,1.0007899634500002
gait_20260909_150705_4fe2b5f8eebd,/HANDLE_STEER,50.0,55.0,12284.710449374708,1.000081247
gait_20260909_150705_4fe2b5f8eebd,/HANDLE_STEER,60.0,65.0,12375.624969060938,1.0000808042
gait_20260909_150705_4fe2b5f8eebd,/HANDLE_STEER,80.0,85.0,12270.540885442231,0.8000815831999971
gait_20260909_150705_4fe2b5f8eebd,/IMU,0.0,5.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,5.0,10.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,10.0,15.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,15.0,20.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,20.0,25.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,25.0,30.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,30.0,35.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,35.0,40.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,40.0,45.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,45.0,50.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,50.0,55.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,55.0,60.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,60.0,65.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,65.0,70.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,70.0,75.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,75.0,80.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,80.0,85.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,85.0,90.0,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/IMU,90.0,93.25584556100011,200.0,0.005
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,0.0,5.0,200.0099604960327,0.00502394345
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,5.0,10.0,200.010000500025,0.00501843255
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,10.0,15.0,200.01582125146098,0.00501843255
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,15.0,20.0,200.010000500025,0.005021042
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,20.0,25.0,200.02164234170135,0.0050213631499999994
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,25.0,30.0,199.9983200141119,0.00501814055
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,30.0,35.0,199.98668088705293,0.00501026555
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,35.0,40.0,199.99828001479187,0.0050117518
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,40.0,45.0,199.9983200141119,0.005009667
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,45.0,50.0,199.9983200141119,0.005013167
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,50.0,55.0,199.9983200141119,0.0050120146
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,55.0,60.0,199.9983200141119,0.0050181396
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,60.0,65.0,199.9983200141119,0.005011126
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,65.0,70.0,199.9983200141119,0.005009084
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,70.0,75.0,199.9983200141119,0.005009959
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,75.0,80.0,199.9983200141119,0.005009084
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,80.0,85.0,199.9983200141119,0.00501115515
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,85.0,90.0,199.9983200141119,0.00501812505
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA,90.0,93.25584556100011,199.9983200141119,0.0050155
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,0.0,5.0,9.999959400164835,0.1000188247
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,5.0,10.0,10.00003230010433,0.10001816814999999
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,10.0,15.0,10.00003230010433,0.1000157482
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,15.0,20.0,10.00003230010433,0.1000136039
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,20.0,25.0,10.000046900219962,0.100022018
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,25.0,30.0,10.000105251107769,0.10001825665
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,30.0,35.0,9.99982815295319,0.10003194925
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,35.0,40.0,9.99990110097811,0.10001233514999999
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,40.0,45.0,9.99994485030415,0.10000861625
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,45.0,50.0,10.000003150000992,0.1000068366
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,50.0,55.0,9.99994485030415,0.1000064725
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,55.0,60.0,9.999988600012996,0.10000803325
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,60.0,65.0,10.00011985143642,0.1000134577
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,65.0,70.0,10.000003150000992,0.1000106286
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,70.0,75.0,9.999959450164429,0.1000100892
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,75.0,80.0,10.000003100000962,0.1000059626
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,80.0,85.0,10.000017750031507,0.10000984155
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,85.0,90.0,10.000003150000992,0.10000848529999999
gait_20260909_150705_4fe2b5f8eebd,/JOINTS_DATA_10HZ,90.0,93.25584556100011,10.00003230010433,0.100005802
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,0.0,5.0,20.000298004440268,0.05001238
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,5.0,10.0,19.99959800808004,0.05001006155
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,10.0,15.0,20.00000640000205,0.050009579699999994
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,15.0,20.0,20.00006460020866,0.05001063
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,20.0,25.0,19.99948141344695,0.050014159149999994
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,25.0,30.0,19.999948000135202,0.050008588
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,30.0,35.0,20.000123000756457,0.050036734799999996
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,35.0,40.0,19.99959800808004,0.0500206345
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,40.0,45.0,19.999948000135202,0.050015005
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,45.0,50.0,19.9999480001352,0.05002446925
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,50.0,55.0,19.999889600609407,0.050023186549999994
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,55.0,60.0,19.999948000135202,0.050018214
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,60.0,65.0,20.00000640000205,0.05001033805
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,65.0,70.0,19.999889600609407,0.05004557105
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,70.0,75.0,20.000181201641688,0.0500141446
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,75.0,80.0,20.000181201641688,0.0500077431
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,80.0,85.0,20.000123000756457,0.05001009075
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,85.0,90.0,20.000181201641688,0.050010134500000004
gait_20260909_150705_4fe2b5f8eebd,/MOTION_INFO,90.0,93.25584556100011,20.000064800209955,0.0500096524
gait_20260909_150705_4fe2b5f8eebd,/STEER,0.0,5.0,12339.585389930899,1.0002752142
gait_20260909_150705_4fe2b5f8eebd,/STEER,5.0,10.0,12344.459806438868,0.9500851501499992
gait_20260909_150705_4fe2b5f8eebd,/STEER,10.0,15.0,12267.605547411229,1.00008575075
gait_20260909_150705_4fe2b5f8eebd,/STEER,15.0,20.0,12292.638553402296,1.0000809024500001
gait_20260909_150705_4fe2b5f8eebd,/STEER,20.0,25.0,12345.221781909311,1.0003716114
gait_20260909_150705_4fe2b5f8eebd,/STEER,25.0,30.0,12341.641314878465,0.9501017758499957
gait_20260909_150705_4fe2b5f8eebd,/STEER,30.0,35.0,12352.083796536475,1.0000795489999998
gait_20260909_150705_4fe2b5f8eebd,/STEER,35.0,40.0,12288.484461211398,1.0000829626
gait_20260909_150705_4fe2b5f8eebd,/STEER,40.0,45.0,12322.251521798062,1.0000813433
gait_20260909_150705_4fe2b5f8eebd,/STEER,45.0,50.0,12258.13173814179,1.0007899634500002
gait_20260909_150705_4fe2b5f8eebd,/STEER,50.0,55.0,12284.710449374708,1.000081247
gait_20260909_150705_4fe2b5f8eebd,/STEER,60.0,65.0,12375.624969060938,1.0000808042
gait_20260909_150705_4fe2b5f8eebd,/STEER,80.0,85.0,12270.540885442231,0.8000815831999971
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,0.0,5.0,10.00004530020521,0.1000991825
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,5.0,10.0,9.999997600000576,0.100108326
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,10.0,15.0,9.999771105239402,0.100904727
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,15.0,20.0,10.00200070020006,0.10061924435
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,20.0,25.0,9.999604265661185,0.10010970785
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,25.0,30.0,10.00074870605188,0.10060499889999999
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,30.0,35.0,10.001702589831867,0.10051592570000001
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,35.0,40.0,10.001046759559088,0.10012391855
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,40.0,45.0,10.002096089266947,0.10063765065
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,45.0,50.0,9.999949900251,0.10010036215
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,50.0,55.0,10.000247956148073,0.1004603626
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,55.0,60.0,9.99998570002045,0.1001090644
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,60.0,65.0,9.999938000384399,0.10026290415
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,65.0,70.0,10.00020030401209,0.1001111987
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,70.0,75.0,9.999914200736157,0.100111008
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,75.0,80.0,9.99998570002045,0.10011099585
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,80.0,85.0,10.000057200327186,0.10021550635
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,85.0,90.0,9.99998570002045,0.1001090883
gait_20260909_150705_4fe2b5f8eebd,/rslidar_front/points,90.0,93.25584556100011,9.999949950250498,0.100111007
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,0.0,5.0,9.999902200956475,0.1000757814
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,5.0,10.0,9.999949950250498,0.1000963453
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,10.0,15.0,10.003849531318897,0.10090178205
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,15.0,20.0,10.0008679253229,0.1006253475
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,20.0,25.0,9.99985455211554,0.100108659
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,25.0,30.0,9.99985455211554,0.10045853839999999
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,30.0,35.0,10.00139254389085,0.1003582119
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,35.0,40.0,10.000152602328711,0.10023602295
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,40.0,45.0,10.002752107201015,0.10073313695
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,45.0,50.0,10.000104901100412,0.1000978827
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,50.0,55.0,9.999914150737016,0.10040669470000001
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,55.0,60.0,10.00000955000912,0.10010937485
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,60.0,65.0,9.999949950250498,0.10027089104999999
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,65.0,70.0,10.000104951101461,0.1001090883
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,70.0,75.0,10.00000955000912,0.1001082424
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,75.0,80.0,9.999997600000576,0.1000810618
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,80.0,85.0,10.000081000656104,0.10014543485
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,85.0,90.0,10.000093000864908,0.10010809925
gait_20260909_150705_4fe2b5f8eebd,/rslidar_rear/points,90.0,93.25584556100011,10.000045350205662,0.1000733016
gait_20260909_150921_9ed8457a8250,/HANDLE_STEER,0.0,5.0,12315.574275228453,8.52686e-05
gait_20260909_150921_9ed8457a8250,/HANDLE_STEER,5.0,10.0,12317.849796139586,1.00008061575
gait_20260909_150921_9ed8457a8250,/HANDLE_STEER,10.0,15.0,12308.904261342654,1.0000819396
gait_20260909_150921_9ed8457a8250,/HANDLE_STEER,15.0,20.0,12266.777885452828,0.9500815580499993
gait_20260909_150921_9ed8457a8250,/IMU,0.0,5.0,200.0,0.005
gait_20260909_150921_9ed8457a8250,/IMU,5.0,10.0,200.0,0.005
gait_20260909_150921_9ed8457a8250,/IMU,10.0,15.0,200.0,0.005
gait_20260909_150921_9ed8457a8250,/IMU,15.0,20.0,200.0,0.005
gait_20260909_150921_9ed8457a8250,/IMU,20.0,25.0,200.0,0.005
gait_20260909_150921_9ed8457a8250,/IMU,25.0,30.0,200.0,0.005
gait_20260909_150921_9ed8457a8250,/IMU,30.0,35.0,200.0,0.005
gait_20260909_150921_9ed8457a8250,/IMU,35.0,40.0,200.0,0.005
gait_20260909_150921_9ed8457a8250,/IMU,40.0,45.0,200.0,0.005
gait_20260909_150921_9ed8457a8250,/IMU,45.0,50.0,200.0,0.005
gait_20260909_150921_9ed8457a8250,/IMU,50.0,55.0,200.0,0.005
gait_20260909_150921_9ed8457a8250,/IMU,55.0,60.0,200.0,0.005
gait_20260909_150921_9ed8457a8250,/IMU,60.0,65.0,200.0,0.005
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,0.0,5.0,199.9983200141119,0.00502277835
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,5.0,10.0,199.98668088705293,0.00502016705
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,10.0,15.0,199.98666088971862,0.00501901555
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,15.0,20.0,199.77692908098817,0.020002794
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,20.0,25.0,50.000307501891136,0.0200080436
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,25.0,30.0,50.0003062518758,0.02000891855
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,30.0,35.0,50.00103502142495,0.02000716855
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,35.0,40.0,50.000307501891136,0.02000878705
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,40.0,45.0,50.000307501891136,0.020010961
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,45.0,50.0,50.000672509045245,0.0200137456
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,50.0,55.0,50.000307501891136,0.020011427000000002
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,55.0,60.0,50.000307501891136,0.02001128065
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA,60.0,65.0,50.002495124506716,0.0200106978
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,0.0,5.0,9.999959450164429,0.10001150405
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,5.0,10.0,10.000017750031507,0.10000726
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,10.0,15.0,10.000003200001025,0.1000032062
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,15.0,20.0,9.99998855001311,0.10000333705
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,20.0,25.0,10.000003100000962,0.10000572845
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,25.0,30.0,10.000076100579127,0.10000670565
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,30.0,35.0,10.000003200001025,0.10000583065
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,35.0,40.0,10.000061450377613,0.10000731885
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,40.0,45.0,10.000017800031685,0.10000758065
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,45.0,50.0,10.000017750031507,0.10000567005000001
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,50.0,55.0,10.000076100579127,0.10000919925
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,55.0,60.0,9.99998855001311,0.1000062536
gait_20260909_150921_9ed8457a8250,/JOINTS_DATA_10HZ,60.0,65.0,10.000032400104978,0.100008369
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,0.0,5.0,20.00006440020737,0.05001825675
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,5.0,10.0,20.00006440020737,0.050022005
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,10.0,15.0,19.99977300257642,0.0500177029
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,15.0,20.0,19.999948000135202,0.050006839
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,20.0,25.0,20.000123000756457,0.0500088946
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,25.0,30.0,20.000064800209955,0.0500089675
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,30.0,35.0,20.000006200001923,0.05001545645
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,35.0,40.0,19.99983120142466,0.05002165535
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,40.0,45.0,20.000181201641688,0.05002652585
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,45.0,50.0,19.99983120142466,0.0500136481
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,50.0,55.0,19.9998898006072,0.05001063
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,55.0,60.0,20.00006460020866,0.050011563349999996
gait_20260909_150921_9ed8457a8250,/MOTION_INFO,60.0,65.0,20.000181201641688,0.0500096823
gait_20260909_150921_9ed8457a8250,/STEER,0.0,5.0,12315.574275228453,8.52686e-05
gait_20260909_150921_9ed8457a8250,/STEER,5.0,10.0,12317.849796139586,1.00008061575
gait_20260909_150921_9ed8457a8250,/STEER,10.0,15.0,12308.904261342654,1.0000819396
gait_20260909_150921_9ed8457a8250,/STEER,15.0,20.0,12266.777885452828,0.9500815580499993
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,0.0,5.0,10.00000955000912,0.10010899345
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,5.0,10.0,9.999949950250498,0.10018371325
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,10.0,15.0,10.000355262620705,0.10025552555
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,15.0,20.0,10.000653342682877,0.10033406045
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,20.0,25.0,9.999997600000576,0.10010994645
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,25.0,30.0,10.000009500009025,0.10011153215
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,30.0,35.0,9.999902250955497,0.1001548175
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,35.0,40.0,9.999353991735363,0.10009267375
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,40.0,45.0,10.000295658741152,0.10018469105
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,45.0,50.0,10.000295658741152,0.1001027944
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,50.0,55.0,10.00000955000912,0.1001038437
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,55.0,60.0,10.000009600009216,0.10008163425000001
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,60.0,65.0,10.00004530020521,0.100111008
gait_20260909_150921_9ed8457a8250,/rslidar_front/points,85.0,89.36710523900001,10.000104901100412,9.740009164599966
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,0.0,5.0,10.000009500009025,0.1000791665
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,5.0,10.0,9.999651912116938,0.10013777039999999
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,10.0,15.0,10.000605636677356,0.10027449150000001
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,15.0,20.0,10.000701049143544,0.10025992369999999
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,20.0,25.0,9.999997600000576,0.100110567
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,25.0,30.0,9.999949900251,0.100108862
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,30.0,35.0,10.000653292676343,0.10011280785
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,35.0,40.0,10.00030755945899,0.1001112584
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,40.0,45.0,10.000903681656675,0.1001207465
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,45.0,50.0,10.000295658741152,0.1000987173
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,50.0,55.0,10.000093000864908,0.1000759241
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,55.0,60.0,9.999949950250498,0.10010994690000001
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,60.0,65.0,10.00000955000912,0.1001072759
gait_20260909_150921_9ed8457a8250,/rslidar_rear/points,85.0,89.36710523900001,9.999604215665144,17.460033583999984
gait_20260909_151135_f45a816f4062,/HANDLE_STEER,0.0,5.0,12244.623079890043,1.0006223103
gait_20260909_151135_f45a816f4062,/HANDLE_STEER,5.0,10.0,12340.955930446371,1.0000860602000001
gait_20260909_151135_f45a816f4062,/HANDLE_STEER,10.0,15.0,12373.174956693887,1.00008137125
gait_20260909_151135_f45a816f4062,/HANDLE_STEER,15.0,20.0,12408.02551090045,0.9000804208999985
gait_20260909_151135_f45a816f4062,/HANDLE_STEER,20.0,25.0,12387.04562768257,0.6501372820499987
gait_20260909_151135_f45a816f4062,/IMU,0.0,5.0,200.0,0.005
gait_20260909_151135_f45a816f4062,/IMU,5.0,10.0,200.0,0.005
gait_20260909_151135_f45a816f4062,/IMU,10.0,15.0,200.0,0.005
gait_20260909_151135_f45a816f4062,/IMU,15.0,20.0,200.0,0.005
gait_20260909_151135_f45a816f4062,/IMU,20.0,25.0,200.0,0.005
gait_20260909_151135_f45a816f4062,/IMU,25.0,26.31858701400006,200.0,0.005
gait_20260909_151135_f45a816f4062,/JOINTS_DATA,0.0,5.0,199.98668088705293,0.005013459
gait_20260909_151135_f45a816f4062,/JOINTS_DATA,5.0,10.0,200.0041400856998,0.005016959
gait_20260909_151135_f45a816f4062,/JOINTS_DATA,10.0,15.0,200.0099604960327,0.005016667099999999
gait_20260909_151135_f45a816f4062,/JOINTS_DATA,15.0,20.0,200.0099604960327,0.005016375
gait_20260909_151135_f45a816f4062,/JOINTS_DATA,20.0,25.0,199.9983200141119,0.005012292099999999
gait_20260909_151135_f45a816f4062,/JOINTS_DATA,25.0,26.31858701400006,199.9983200141119,0.00501140245
gait_20260909_151135_f45a816f4062,/JOINTS_DATA_10HZ,0.0,5.0,10.000061450377613,0.1000190289
gait_20260909_151135_f45a816f4062,/JOINTS_DATA_10HZ,5.0,10.0,9.999842802471145,0.1000253584
gait_20260909_151135_f45a816f4062,/JOINTS_DATA_10HZ,10.0,15.0,10.000105251107769,0.1000239725
gait_20260909_151135_f45a816f4062,/JOINTS_DATA_10HZ,15.0,20.0,10.000017750031507,0.10002633514999999
gait_20260909_151135_f45a816f4062,/JOINTS_DATA_10HZ,20.0,25.0,9.999901050979101,0.1000271081
gait_20260909_151135_f45a816f4062,/JOINTS_DATA_10HZ,25.0,26.31858701400006,9.999740606728661,0.100026043
gait_20260909_151135_f45a816f4062,/MOTION_INFO,0.0,5.0,20.000298004440268,0.05001445115
gait_20260909_151135_f45a816f4062,/MOTION_INFO,5.0,10.0,19.999831601417913,0.050012089
