frame,timestamp,x,y,z,qx,qy,qz,qw
1.300000000000000000e+01,1.789366842450041056e+09,1.037656817799999942e+01,1.978774240999999989e+00,6.534522500000000678e-02,1.858627999999999973e-03,9.803940000000000571e-03,-6.101456400000000030e-02,9.980869959999999486e-01
1.400000000000000000e+01,1.789366843350001097e+09,1.116995007200000067e+01,1.882167538999999890e+00,6.760828600000000355e-02,2.253651000000000178e-03,6.285640999999999798e-03,-5.294639400000000079e-02,9.985750300000000301e-01
1.500000000000000000e+01,1.789366844450001001e+09,1.203976351400000055e+01,1.852340373999999956e+00,8.448789700000000624e-02,-2.678949999999999821e-03,5.866047000000000101e-03,2.094609399999999844e-02,9.997598079999999721e-01
1.600000000000000000e+01,1.789366845449995041e+09,1.289174579400000020e+01,2.056971555000000063e+00,1.024956159999999977e-01,-8.002491000000000465e-03,3.402390999999999836e-03,1.974959350000000113e-01,9.802651369999999531e-01
1.700000000000000000e+01,1.789366850350818157e+09,1.367357638900000083e+01,2.369351212000000206e+00,1.256170349999999880e-01,-7.542013000000000189e-03,-7.014742899999999726e-02,1.902202359999999870e-01,9.792031039999999908e-01
1.800000000000000000e+01,1.789366851451281071e+09,1.444296089000000016e+01,2.682920677999999892e+00,3.704523100000000069e-01,-3.829819999999999731e-04,-3.483273299999999767e-02,1.533958450000000029e-01,9.875506309999999566e-01
1.900000000000000000e+01,1.789366852650995016e+09,1.524081870700000074e+01,2.920285688999999962e+00,5.823057929999999605e-01,9.575043999999999569e-03,-9.681341300000000094e-02,1.513688410000000040e-01,9.836782779999999615e-01
2.000000000000000000e+01,1.789366853750999928e+09,1.602939151800000062e+01,3.190234016999999866e+00,7.849936149999999779e-01,-6.860866000000000187e-03,-8.904167799999999910e-02,1.356115230000000116e-01,9.867289510000000208e-01
2.100000000000000000e+01,1.789366854751317024e+09,1.669644798999999935e+01,3.597011896999999792e+00,1.005141411000000096e+00,-3.421443500000000137e-02,-1.051283820000000063e-01,2.053244989999999937e-01,9.724295579999999717e-01
2.200000000000000000e+01,1.789366855851377964e+09,1.743330676800000134e+01,3.981193059999999839e+00,1.256556248000000098e+00,3.177723500000000090e-02,-1.440957710000000114e-01,1.377980639999999979e-01,9.794071210000000471e-01
2.300000000000000000e+01,1.789366857051015854e+09,1.819115905399999988e+01,4.251670428999999807e+00,1.424253670999999999e+00,2.730556300000000144e-02,-1.183331680000000025e-01,1.300548370000000065e-01,9.840413639999999740e-01
2.400000000000000000e+01,1.789366858250832081e+09,1.899317444300000091e+01,4.521834368000000381e+00,1.623575691999999959e+00,-2.477754000000000068e-02,-1.050461599999999995e-01,1.355967429999999918e-01,9.848679609999999585e-01
2.500000000000000000e+01,1.789366859251173019e+09,1.962066762699999956e+01,4.967920377000000443e+00,1.842571396999999944e+00,-9.275801000000000185e-03,-5.737611599999999784e-02,3.538051919999999906e-01,9.335115569999999918e-01
2.600000000000000000e+01,1.789366860051198244e+09,2.021663758800000110e+01,5.548844633999999942e+00,1.864253694000000072e+00,-8.721368000000000176e-03,7.132616999999999950e-03,3.709398899999999943e-01,9.285885320000000220e-01
2.700000000000000000e+01,1.789366861650006771e+09,2.094492256399999874e+01,6.059801935000000306e+00,1.866729685999999999e+00,-1.089545199999999991e-02,1.122955900000000007e-02,2.736435249999999986e-01,9.617039080000000517e-01
2.800000000000000000e+01,1.789366862750223160e+09,2.166632128899999898e+01,6.410375453000000334e+00,1.877279807999999939e+00,3.234169099999999880e-02,-2.429504899999999912e-02,3.031854680000000135e-01,9.520726539999999627e-01
2.900000000000000000e+01,1.789366863950678110e+09,2.224087593699999843e+01,6.980127584999999968e+00,2.070405758999999790e+00,4.053054200000000273e-02,-1.599701910000000116e-01,3.976393890000000098e-01,9.025794870000000136e-01
3.000000000000000000e+01,1.789366864951107979e+09,2.274010595700000081e+01,7.590563954000000280e+00,2.269866541999999932e+00,5.380466300000000257e-02,-1.457817020000000130e-01,4.324918700000000005e-01,8.881461229999999540e-01
3.100000000000000000e+01,1.789366866550899029e+09,2.330984308300000052e+01,8.094230364999999594e+00,2.521734137000000153e+00,6.734997800000000479e-02,-1.407662239999999954e-01,5.007985130000000007e-01,8.513810539999999705e-01
3.200000000000000000e+01,1.789366868450954914e+09,2.367693631099999862e+01,8.551742822999999660e+00,2.601230907999999786e+00,7.352375799999999462e-02,3.948110000000000118e-04,3.665937890000000032e-01,9.274713449999999471e-01
3.300000000000000000e+01,1.789366869252113104e+09,2.397017959400000109e+01,8.860570986000000815e+00,2.768342039000000199e+00,5.289058499999999691e-02,-1.142791030000000069e-01,5.615143139999999589e-01,8.178291680000000508e-01
3.400000000000000000e+01,1.789366869751522064e+09,2.375415236599999957e+01,8.945262379000000763e+00,2.721666498999999906e+00,1.012962100000000011e-02,-9.505072000000000521e-02,7.136111330000000086e-01,6.939898439999999669e-01
3.500000000000000000e+01,1.789366870851783037e+09,2.306932265100000023e+01,9.384057360999999986e+00,2.713909168999999899e+00,2.346566300000000119e-02,-1.751430529999999930e-01,8.384442439999999497e-01,5.155439099999999941e-01
3.600000000000000000e+01,1.789366872951111794e+09,2.289528381899999943e+01,1.003805158099999950e+01,2.874762055999999788e+00,1.180826420000000015e-01,-2.448065300000000152e-02,7.857056390000000112e-01,6.067320959999999985e-01
3.700000000000000000e+01,1.789366874851157904e+09,2.290777659900000174e+01,1.070853793799999920e+01,2.981892955000000178e+00,8.572202600000000672e-02,5.244169600000000292e-02,6.585604040000000436e-01,7.457880369999999592e-01
3.800000000000000000e+01,1.789366876950289965e+09,2.309643702600000026e+01,1.157624826900000059e+01,2.983654720000000093e+00,-2.369084000000000034e-03,9.169233000000000591e-03,5.810956560000000160e-01,8.137801609999999464e-01
3.900000000000000000e+01,1.789366878350747108e+09,2.329352144599999974e+01,1.236759838000000045e+01,3.081564683999999943e+00,-3.509134000000000125e-03,-5.694022199999999867e-02,5.674400139999999926e-01,8.214361369999999551e-01
4.000000000000000000e+01,1.789366879650369883e+09,2.364961143400000054e+01,1.308291808399999923e+01,3.301670339999999815e+00,4.415767799999999882e-02,-1.102882200000000062e-01,4.754581860000000049e-01,8.716800569999999526e-01
4.100000000000000000e+01,1.789366880751441956e+09,2.417590811399999851e+01,1.369822070000000025e+01,3.462965792999999959e+00,9.515907199999999733e-02,-7.666085899999999786e-02,4.858434609999999765e-01,8.654617239999999878e-01
4.200000000000000000e+01,1.789366882750632286e+09,2.470909140999999920e+01,1.428091836499999978e+01,3.746985238000000162e+00,6.592696400000000456e-02,-1.833009509999999898e-01,5.165124450000000422e-01,8.338280940000000196e-01
4.300000000000000000e+01,1.789366884450638056e+09,2.504992785499999997e+01,1.510953917600000018e+01,3.925837969999999899e+00,5.695828700000000328e-02,-9.908115900000000198e-02,5.707869140000000341e-01,8.131057600000000107e-01
4.400000000000000000e+01,1.789366885651757240e+09,2.511492577399999959e+01,1.588642631799999982e+01,4.116585444000000038e+00,2.803724800000000072e-02,-1.664092329999999897e-01,5.699199169999999981e-01,8.041847850000000131e-01
4.500000000000000000e+01,1.789366886950684786e+09,2.534146211199999854e+01,1.659979897299999863e+01,4.397034653999999598e+00,7.620162900000000683e-02,-1.194655669999999947e-01,5.009623239999999589e-01,8.537903959999999515e-01
4.600000000000000000e+01,1.789366888350909233e+09,2.555572960299999963e+01,1.741894810899999868e+01,4.581720963000000424e+00,1.364590300000000089e-01,-7.505100300000000502e-02,6.380895939999999822e-01,7.540477110000000094e-01
4.700000000000000000e+01,1.789366889451816082e+09,2.549303935300000035e+01,1.821367639400000016e+01,4.765684389999999659e+00,7.003192099999999698e-02,-8.281589500000000048e-02,6.479126379999999852e-01,7.539537589999999456e-01
4.800000000000000000e+01,1.789366890351598024e+09,2.569754049300000176e+01,1.901088398999999995e+01,4.923084813000000004e+00,8.276316300000000070e-02,-6.012520600000000048e-02,6.012771300000000485e-01,7.924651609999999735e-01
4.900000000000000000e+01,1.789366891450847149e+09,2.565940265600000103e+01,1.984861304600000054e+01,5.022417994000000441e+00,-2.410762999999999795e-03,-1.429252999999999904e-03,6.357523739999999535e-01,7.718879870000000532e-01
5.000000000000000000e+01,1.789366893450000048e+09,2.593146039599999852e+01,2.066399467000000101e+01,5.023272411999999854e+00,1.233499999999999964e-05,1.607907999999999907e-03,5.002623510000000495e-01,8.658723889999999646e-01
5.100000000000000000e+01,1.789366894250000954e+09,2.637144701600000118e+01,2.141989405600000040e+01,5.041719386999999664e+00,-3.823032000000000079e-03,9.984253000000000225e-03,4.942361339999999936e-01,8.692619529999999761e-01
5.200000000000000000e+01,1.789366894850031137e+09,2.651656397400000031e+01,2.167898637100000059e+01,5.051836615000000030e+00,3.069206000000000018e-02,-2.901468999999999836e-03,2.748653520000000072e-01,9.609883540000000446e-01
5.300000000000000000e+01,1.789366895250490904e+09,2.653719373499999890e+01,2.165721587299999840e+01,5.068095238999999808e+00,2.580841700000000016e-02,5.971352000000000083e-03,5.050038700000000075e-02,9.983726659999999642e-01
5.400000000000000000e+01,1.789366895651044130e+09,2.652335993999999886e+01,2.165108166299999937e+01,5.079432137000000402e+00,2.667710200000000115e-02,-1.203103000000000072e-03,-1.946879430000000022e-01,9.805016519999999458e-01
5.500000000000000000e+01,1.789366896050498009e+09,2.652375442399999983e+01,2.162024032300000087e+01,5.069269422999999719e+00,2.406478100000000037e-02,-1.159644399999999916e-02,-4.227437479999999748e-01,9.058554699999999960e-01
5.600000000000000000e+01,1.789366896450154066e+09,2.652371469999999931e+01,2.158201343300000019e+01,5.078821132999999932e+00,2.561104599999999842e-02,-1.519328099999999945e-02,-6.212471859999999513e-01,7.830486399999999625e-01
5.700000000000000000e+01,1.789366899750005960e+09,2.650307402800000034e+01,2.081480403600000173e+01,5.053471821999999669e+00,3.458651699999999718e-02,2.929459999999999833e-04,-7.694186509999999535e-01,6.378076719999999922e-01
5.800000000000000000e+01,1.789366901550008059e+09,2.616148599899999994e+01,2.001252118400000057e+01,5.029430174999999892e+00,3.734932400000000319e-02,1.399379499999999985e-02,-8.196919449999999774e-01,5.714143130000000070e-01
5.900000000000000000e+01,1.789366903149989843e+09,2.587473140499999857e+01,1.925323551500000008e+01,5.005148485000000314e+00,4.334025200000000272e-02,1.775021699999999869e-02,-8.206635829999999743e-01,5.694890999999999703e-01
6.000000000000000000e+01,1.789366911150009871e+09,2.555061236799999946e+01,1.852344627300000113e+01,4.855257984999999721e+00,1.482461140000000122e-01,8.329412099999999874e-02,-8.389156030000000097e-01,5.170162379999999613e-01
6.100000000000000000e+01,1.789366914050047159e+09,2.513942916299999908e+01,1.787243766699999981e+01,4.613621150000000171e+00,2.127279719999999874e-01,4.561505099999999674e-02,-8.273414850000000431e-01,5.178534000000000193e-01
6.200000000000000000e+01,1.789366915250199080e+09,2.506418375299999823e+01,1.776638744499999945e+01,4.519330389000000281e+00,-1.705081009999999953e-01,-2.475866499999999915e-02,9.248523760000000316e-01,-3.390605819999999992e-01
6.300000000000000000e+01,1.789366916150065422e+09,2.516857872900000004e+01,1.769111957999999873e+01,4.534778674000000009e+00,1.172476489999999955e-01,1.361776789999999959e-01,-8.362210500000000213e-01,5.181148370000000503e-01
6.400000000000000000e+01,1.789366916751348019e+09,2.512999574699999883e+01,1.774236902199999832e+01,4.570111638000000198e+00,9.430265699999999807e-02,1.124471060000000050e-01,-7.105155659999999873e-01,6.882080259999999727e-01
6.500000000000000000e+01,1.789366919750174999e+09,2.505107282000000168e+01,1.694168689500000013e+01,4.381666300000000014e+00,1.287338160000000009e-01,1.105451130000000004e-01,-7.476850579999999580e-01,6.420081279999999557e-01
6.600000000000000000e+01,1.789366921750091076e+09,2.484780323000000024e+01,1.618631432700000161e+01,4.194878377000000214e+00,1.399546080000000081e-01,9.445771599999999713e-02,-8.054662310000000325e-01,5.680797459999999965e-01
6.700000000000000000e+01,1.789366923651442289e+09,2.449958217600000054e+01,1.544595222499999920e+01,3.906985627000000072e+00,1.693552409999999897e-01,9.118385399999999474e-02,-7.965605310000000161e-01,5.731453800000000376e-01
6.800000000000000000e+01,1.789366925650373936e+09,2.422198363200000060e+01,1.468069350100000037e+01,3.722016977000000004e+00,1.297888580000000069e-01,8.924449099999999524e-02,-8.164540040000000110e-01,5.555115950000000247e-01
6.900000000000000000e+01,1.789366927450182438e+09,2.382489164700000117e+01,1.397874851199999924e+01,3.543788710999999925e+00,1.434120769999999989e-01,6.499675100000000538e-02,-8.472438530000000467e-01,5.073324860000000269e-01
7.000000000000000000e+01,1.789366928751190901e+09,2.355625520999999978e+01,1.323690645499999974e+01,3.268738180000000160e+00,9.499398100000000511e-02,1.320162119999999939e-01,-7.691440720000000120e-01,6.180333810000000483e-01
7.100000000000000000e+01,1.789366930050555944e+09,2.349291373799999860e+01,1.252490021500000061e+01,3.129257078999999830e+00,7.101807599999999943e-02,1.445676389999999978e-01,-6.278403200000000073e-01,7.614940340000000418e-01
7.200000000000000000e+01,1.789366931650340080e+09,2.360117211500000067e+01,1.168996849800000071e+01,3.024375618000000099e+00,4.701814399999999783e-02,1.192333200000000037e-01,-5.811244420000000188e-01,8.036585670000000459e-01
7.300000000000000000e+01,1.789366935050045967e+09,2.383446812100000045e+01,1.092458767299999955e+01,2.977149026999999837e+00,1.441133699999999976e-02,2.109764000000000084e-02,-4.771330819999999862e-01,8.784595750000000480e-01
7.400000000000000000e+01,1.789366936150006056e+09,2.425027722400000130e+01,1.022913246599999937e+01,2.965230877999999848e+00,3.417983799999999711e-02,1.974041400000000127e-02,-5.063669179999999992e-01,8.614143010000000489e-01
7.500000000000000000e+01,1.789366938350022793e+09,2.448924048299999967e+01,9.534342344000000580e+00,2.961641240000000064e+00,2.161587499999999967e-02,1.175314000000000003e-03,-6.850850849999999825e-01,7.281413319999999745e-01
7.600000000000000000e+01,1.789366938950299263e+09,2.436541710499999880e+01,9.109189073999999664e+00,2.887432952000000164e+00,1.364133839999999986e-01,9.258481400000000139e-02,-7.869870230000000078e-01,5.945341600000000337e-01
7.700000000000000000e+01,1.789366940050747156e+09,2.416278600100000062e+01,8.357965325000000334e+00,2.647861003000000046e+00,1.337353410000000076e-01,9.391921100000000244e-02,-8.151019390000000531e-01,5.557903109999999813e-01
7.800000000000000000e+01,1.789366941150361061e+09,2.374218771800000027e+01,7.645889524000000215e+00,2.415993740999999861e+00,-1.785259909999999950e-01,-1.253992889999999971e-01,8.543961690000000386e-01,-4.716043619999999992e-01
7.900000000000000000e+01,1.789366941750719070e+09,2.339124078100000048e+01,7.284141849000000057e+00,2.304746322999999819e+00,-1.506683759999999928e-01,-4.412700199999999850e-02,9.421948839999999548e-01,-2.960078529999999875e-01
8.000000000000000000e+01,1.789366942751126051e+09,2.279757802600000005e+01,6.712508785999999894e+00,2.031523368000000218e+00,-1.513684429999999914e-01,-8.743150299999999375e-02,9.249185500000000060e-01,-3.375929540000000006e-01
8.100000000000000000e+01,1.789366943750715017e+09,2.214403534399999884e+01,6.157739076999999561e+00,1.879138052999999919e+00,-1.369422969999999906e-01,-5.373720099999999833e-02,9.274666639999999962e-01,-3.437509389999999776e-01
8.200000000000000000e+01,1.789366944650367022e+09,2.141289112500000158e+01,5.802376181999999716e+00,1.864936581000000038e+00,-2.763974300000000134e-02,-9.674287000000000164e-03,9.764341629999999661e-01,-2.138194989999999962e-01
8.300000000000000000e+01,1.789366946349992990e+09,2.061771042000000165e+01,5.484736487000000160e+00,1.843635955999999965e+00,-3.038544500000000051e-02,4.426483999999999627e-03,9.898133249999999661e-01,-1.390205509999999922e-01
8.400000000000000000e+01,1.789366948250090122e+09,1.986266878600000041e+01,5.145737463999999761e+00,1.828117152999999995e+00,-2.784581900000000082e-02,7.544631999999999901e-03,9.628729310000000430e-01,-2.684090319999999918e-01
8.500000000000000000e+01,1.789366949150727749e+09,1.932962072899999839e+01,4.875693552000000430e+00,1.728452518000000104e+00,-1.657140970000000046e-01,-3.045002800000000051e-02,9.800217279999999809e-01,-1.056837119999999991e-01
8.600000000000000000e+01,1.789366950550467014e+09,1.855527778800000149e+01,4.645124089000000289e+00,1.534745196000000034e+00,-1.552918640000000017e-01,-5.117029699999999653e-02,9.575018210000000307e-01,-2.376053469999999945e-01
8.700000000000000000e+01,1.789366951650460005e+09,1.782257476599999890e+01,4.304511989999999955e+00,1.317030329000000055e+00,-1.631592309999999879e-01,1.691384099999999890e-02,9.329770630000000509e-01,-3.203853720000000016e-01
8.800000000000000000e+01,1.789366952651090860e+09,1.710668629899999971e+01,3.879103909999999988e+00,1.133083421000000035e+00,-1.712471700000000041e-01,4.530688299999999918e-02,9.463785260000000532e-01,-2.701654669999999925e-01
8.900000000000000000e+01,1.789366953751198053e+09,1.636592277300000120e+01,3.582741830999999877e+00,9.324925539999999735e-01,-1.706632419999999928e-01,2.721089100000000094e-02,9.699599949999999637e-01,-1.712052360000000106e-01
9.000000000000000000e+01,1.789366954850779057e+09,1.564740511499999975e+01,3.214651734999999899e+00,7.230668879999999632e-01,-1.644448159999999937e-01,-3.091082499999999941e-02,9.732844480000000242e-01,-1.572253389999999917e-01
9.100000000000000000e+01,1.789366955851220846e+09,1.485634434800000037e+01,3.092024304000000168e+00,4.416084599999999805e-01,-1.890996010000000060e-01,5.464542000000000184e-03,9.743860109999999963e-01,-1.215869269999999974e-01
9.200000000000000000e+01,1.789366956851059198e+09,1.405809564800000011e+01,2.929991608999999997e+00,2.338900100000000093e-01,-1.704187020000000052e-01,-2.037007000000000054e-02,9.812102249999999914e-01,-8.814205099999999904e-02
9.300000000000000000e+01,1.789366957950481176e+09,1.322587361399999928e+01,2.774349716000000132e+00,6.839995999999999576e-02,-8.441472099999999812e-02,-2.295849999999999974e-02,9.690899589999999453e-01,-2.306766419999999873e-01
9.400000000000000000e+01,1.789366958650620222e+09,1.275658404300000015e+01,2.470961170999999901e+00,6.986562999999999801e-02,-8.084848000000000381e-03,-1.086699500000000082e-02,8.984218600000000166e-01,-4.389244869999999743e-01
9.500000000000000000e+01,1.789366959750013113e+09,1.228248431199999935e+01,1.743944495999999900e+00,6.906454900000000285e-02,-2.122385300000000086e-02,-3.514338000000000097e-03,8.860898510000000394e-01,-4.630140090000000042e-01
9.600000000000000000e+01,1.789366960649993181e+09,1.162887036599999924e+01,1.156739753999999953e+00,3.785005000000000314e-02,-1.934001499999999860e-02,2.414073200000000155e-02,9.657929440000000421e-01,-2.574629660000000153e-01
9.700000000000000000e+01,1.789366961250022173e+09,1.103962968499999953e+01,1.032792506999999915e+00,3.526499799999999879e-02,-2.407657399999999989e-02,1.697861599999999846e-02,9.990310040000000003e-01,-3.269707399999999958e-02
9.800000000000000000e+01,1.789366962050036907e+09,1.018848249000000017e+01,9.813248810000000377e-01,3.423040000000000110e-02,-2.214496700000000151e-02,1.783348800000000151e-02,9.995399139999999738e-01,1.056065200000000023e-02
9.900000000000000000e+01,1.789366963050007820e+09,9.384740845999999692e+00,1.073727160000000014e+00,3.849532800000000227e-02,-2.530911400000000061e-02,-2.141709999999999794e-03,9.990889680000000217e-01,3.429426000000000002e-02
1.000000000000000000e+02,1.789366963850015163e+09,8.740031502000000785e+00,1.256368962999999894e+00,2.859957899999999997e-02,-1.528175399999999982e-02,1.758782999999999874e-02,9.703308510000000497e-01,2.406557189999999902e-01
1.010000000000000000e+02,1.789366964749997854e+09,8.017482402000000619e+00,1.605831946999999982e+00,4.423959100000000172e-02,-1.911468300000000037e-02,5.317635999999999717e-03,9.777635580000000326e-01,2.087696729999999889e-01
1.020000000000000000e+02,1.789366966950039148e+09,7.248619741999999810e+00,1.847321478000000017e+00,6.173742699999999750e-02,-2.491987099999999969e-02,-3.168380000000000155e-03,9.940598990000000246e-01,1.058955990000000069e-01
1.030000000000000000e+02,1.789366968250010252e+09,6.384289611999999892e+00,1.867375513000000042e+00,7.527381499999999392e-02,-1.730066200000000137e-02,-1.607484699999999975e-02,9.994045609999999691e-01,-2.515569399999999928e-02
1.040000000000000000e+02,1.789366969450067997e+09,5.564679467000000379e+00,1.793090027000000086e+00,1.027109320000000048e-01,-6.202074999999999602e-03,-1.638059700000000021e-02,9.896519280000000141e-01,-1.424158419999999869e-01
1.050000000000000000e+02,1.789366970550039768e+09,4.719087773000000041e+00,1.654805242999999981e+00,9.579106699999999364e-02,-2.120405300000000048e-02,-6.984592999999999878e-03,9.937983569999999656e-01,-1.089331429999999962e-01
1.060000000000000000e+02,1.789366971050729990e+09,4.519699634000000188e+00,1.594691223000000102e+00,1.144738160000000060e-01,-5.411018000000000078e-03,-1.452654299999999940e-02,9.344837059999999695e-01,-3.556682480000000202e-01
1.070000000000000000e+02,1.789366972350125074e+09,3.951941253000000209e+00,9.841012009999999810e-01,9.110486199999999479e-02,-2.124973499999999876e-02,-6.069709999999999862e-03,9.171816189999999480e-01,-3.978561099999999850e-01
1.080000000000000000e+02,1.789366973250044107e+09,3.330923254000000000e+00,4.733380589999999777e-01,9.323848599999999542e-02,-2.770267400000000005e-02,-1.370108999999999997e-03,9.463272249999999941e-01,-3.220178060000000175e-01
1.090000000000000000e+02,1.789366974150059938e+09,2.678005027999999843e+00,1.680561819999999984e-01,6.766805800000000315e-02,-1.952884300000000059e-02,1.644942900000000152e-02,9.946981980000000334e-01,-9.961694799999999683e-02
1.100000000000000000e+02,1.789366975249995947e+09,1.870154007000000007e+00,5.084768700000000252e-02,4.359378500000000295e-02,-2.838324199999999950e-02,-5.242600000000000255e-04,9.963821179999999833e-01,-8.010487299999999311e-02
1.110000000000000000e+02,1.789366976049990177e+09,9.705696160000000239e-01,-1.030640290000000014e-01,2.649691499999999936e-02,-2.330735899999999972e-02,-4.853762999999999654e-03,9.963383590000000067e-01,-8.211627500000000246e-02
1.120000000000000000e+02,1.789366977349996090e+09,1.237967320000000065e-01,-2.292212120000000075e-01,1.749134200000000000e-02,-2.645577600000000029e-02,-2.143294999999999922e-03,9.971378669999999556e-01,-7.079246299999999992e-02
1.130000000000000000e+02,1.789366978150065184e+09,-4.563170539999999997e-01,-2.874856840000000191e-01,-9.830826000000000842e-03,-1.706183000000000005e-02,1.570658700000000102e-02,9.910877219999999488e-01,1.311766920000000114e-01
1.140000000000000000e+02,1.789366978550880194e+09,-4.339729729999999841e-01,-3.039002120000000029e-01,-1.457109999999999959e-03,-4.129373999999999892e-03,1.177317200000000015e-02,9.276254029999999595e-01,3.733034319999999906e-01
1.150000000000000000e+02,1.789366978950890064e+09,-3.974307659999999909e-01,-3.099462599999999735e-01,-8.050128999999999618e-03,4.490570999999999625e-03,1.815178300000000119e-02,8.118748700000000262e-01,5.835319549999999911e-01
1.160000000000000000e+02,1.789366979350246906e+09,-4.302062059999999799e-01,-3.435541540000000005e-01,-2.176032799999999892e-02,1.374548899999999962e-02,1.081510200000000005e-02,6.479244720000000290e-01,7.615037580000000306e-01
1.170000000000000000e+02,1.789366979750056028e+09,-4.158915739999999861e-01,-3.581298520000000263e-01,-1.115373000000000015e-03,2.256445400000000115e-02,4.761349999999999806e-04,4.475224979999999908e-01,8.939878260000000409e-01
1.180000000000000000e+02,1.789366980149995804e+09,-3.789340620000000159e-01,-3.730378360000000115e-01,7.348593999999999959e-03,2.702669900000000125e-02,-3.439950000000000212e-03,2.224345530000000071e-01,9.745668750000000546e-01
1.190000000000000000e+02,1.789366986249973059e+09,3.894112250000000275e-01,-1.538112980000000130e-01,1.732049899999999962e-02,6.892136999999999569e-03,-3.140761000000000160e-03,2.094549399999999853e-02,9.997519289999999836e-01
1.200000000000000000e+02,1.789366987250028133e+09,1.269819921000000074e+00,-1.080439410000000044e-01,3.060482399999999922e-02,1.841034000000000073e-03,1.098442500000000079e-02,3.103422800000000051e-02,9.994562670000000093e-01
1.210000000000000000e+02,1.789366988949992180e+09,2.098604141000000034e+00,2.116882000000000052e-03,5.011214600000000324e-02,2.862238999999999929e-03,1.898320200000000110e-02,7.417454599999999398e-02,9.970604709999999482e-01
1.220000000000000000e+02,1.789366989950006962e+09,2.946194907000000196e+00,1.184013180000000054e-01,7.608286999999999689e-02,4.390009999999999746e-03,1.617650899999999864e-02,6.815735800000000122e-02,9.975337699999999863e-01
1.230000000000000000e+02,1.789366990850025892e+09,3.752319881000000024e+00,2.997728619999999733e-01,1.029763489999999948e-01,1.507662000000000108e-03,1.826291799999999951e-02,1.051079510000000050e-01,9.942919650000000553e-01
1.240000000000000000e+02,1.789366991750102997e+09,4.531064469999999567e+00,6.850374590000000152e-01,1.046695480000000011e-01,-1.102970600000000023e-02,-3.215919999999999933e-04,3.156233749999999838e-01,9.488203870000000428e-01
1.250000000000000000e+02,1.789366992650054932e+09,5.097502131999999797e+00,1.392158712000000076e+00,9.408368400000000076e-02,3.839679999999999829e-03,1.799098999999999837e-02,3.950385160000000062e-01,9.184803489999999737e-01
1.260000000000000000e+02,1.789366993349993229e+09,5.748694426000000135e+00,1.859475517999999994e+00,1.041982409999999970e-01,6.696668999999999712e-03,1.508993500000000050e-02,3.015430410000000117e-01,9.533096260000000211e-01
