frame,timestamp,x,y,z,qx,qy,qz,qw
3.470000000000000000e+02,1.789367343350106955e+09,5.385998357399999747e+01,2.827864395699999989e+01,5.219879358000000025e+00,6.501342999999999706e-03,-3.371912700000000152e-02,8.409752179999999688e-01,5.399828110000000070e-01
3.480000000000000000e+02,1.789367344450572968e+09,5.343872209399999917e+01,2.903099161300000119e+01,5.265680147000000311e+00,-4.498856899999999909e-02,5.171668399999999888e-02,8.581743469999999485e-01,5.087614409999999809e-01
3.490000000000000000e+02,1.789367345750164270e+09,5.306667034400000205e+01,2.975282547899999841e+01,5.265583347999999830e+00,-2.922178000000000102e-03,-4.750100999999999629e-03,8.326455120000000321e-01,5.537782489999999447e-01
3.500000000000000000e+02,1.789367349050003052e+09,5.281145113099999833e+01,3.054109851699999822e+01,5.253463782999999943e+00,-4.079574799999999973e-02,2.031796699999999928e-02,7.806766330000000087e-01,6.232711140000000150e-01
3.510000000000000000e+02,1.789367351350004911e+09,5.272374049500000126e+01,3.084029649400000039e+01,5.250491892000000327e+00,-1.737549999999999924e-04,-1.316147099999999924e-02,8.927131919999999887e-01,4.504330169999999911e-01
3.520000000000000000e+02,1.789367353950078249e+09,5.218260151100000144e+01,3.144173523999999986e+01,5.241102437000000336e+00,-2.329248999999999903e-02,-8.117928999999999423e-03,8.695368110000000206e-01,4.932517550000000139e-01
3.530000000000000000e+02,1.789367359750078201e+09,5.260191085999999672e+01,3.108986305399999850e+01,5.258015934000000335e+00,-2.401563699999999940e-02,-3.223572300000000085e-02,9.599515490000000151e-01,2.772672560000000175e-01
3.540000000000000000e+02,1.789367363250487804e+09,5.195781808299999938e+01,3.158753524500000154e+01,5.234787701000000126e+00,4.603160700000000216e-02,1.961072499999999899e-02,9.690678360000000158e-01,2.416692789999999869e-01
3.550000000000000000e+02,1.789367364451083183e+09,5.114826466699999941e+01,3.181094370399999960e+01,5.442592002999999679e+00,-6.015000200000000102e-02,-3.216277000000000025e-03,9.841024870000000258e-01,1.670746190000000075e-01
3.560000000000000000e+02,1.789367365350255966e+09,5.037263370499999837e+01,3.224263156600000002e+01,5.381871136000000000e+00,-2.372688300000000070e-02,4.736000499999999669e-02,9.732479979999999475e-01,2.235674380000000072e-01
3.570000000000000000e+02,1.789367366350664139e+09,4.958007128900000282e+01,3.253184979099999907e+01,5.325667651999999919e+00,-2.634283999999999931e-02,1.129431000000000011e-02,9.715776449999999897e-01,2.349795179999999983e-01
3.580000000000000000e+02,1.789367367150029898e+09,4.943348779400000126e+01,3.264920675500000158e+01,5.312476449000000045e+00,1.023348599999999997e-02,2.849880899999999995e-02,8.996206100000000427e-01,4.356212250000000008e-01
3.590000000000000000e+02,1.789367368050028086e+09,4.939431824799999760e+01,3.269915015099999778e+01,5.329921900000000434e+00,1.027203500000000054e-02,3.218904499999999946e-02,7.844106229999999735e-01,6.193208590000000013e-01
3.600000000000000000e+02,1.789367368750616074e+09,4.937663770000000341e+01,3.267682021099999901e+01,5.338808799999999799e+00,3.363619699999999962e-02,3.305620100000000033e-02,6.440837489999999832e-01,7.634998480000000365e-01
3.610000000000000000e+02,1.789367369650053978e+09,4.941740420000000000e+01,3.267099749300000155e+01,5.337757767000000264e+00,4.663790200000000191e-02,2.039711000000000041e-03,4.357025700000000112e-01,8.988793109999999587e-01
3.620000000000000000e+02,1.789367370250042200e+09,4.943286658800000311e+01,3.268623054599999733e+01,5.316784316999999760e+00,1.870922900000000083e-02,1.272919100000000081e-02,2.405409769999999892e-01,9.703751699999999536e-01
3.630000000000000000e+02,1.789367372450609207e+09,5.014823370700000282e+01,3.307785766899999658e+01,5.313872803999999839e+00,-2.745453800000000055e-02,2.785611799999999916e-02,2.685596840000000207e-01,9.624686909999999873e-01
3.640000000000000000e+02,1.789367372950072050e+09,5.014067495100000116e+01,3.313036369299999961e+01,5.325661174999999581e+00,-4.823757599999999729e-02,5.572622999999999639e-03,4.581846179999999880e-01,8.875296830000000137e-01
3.650000000000000000e+02,1.789367374350048065e+09,5.030760248200000007e+01,3.341158407599999691e+01,5.345154377000000068e+00,-2.371013799999999866e-02,-2.256645900000000052e-02,6.402123950000000452e-01,7.675002760000000368e-01
3.660000000000000000e+02,1.789367374950119019e+09,5.022101411399999904e+01,3.350057340200000056e+01,5.338819471999999955e+00,-2.228876600000000152e-02,-6.005910000000000372e-04,7.898112400000000255e-01,6.129445780000000177e-01
3.670000000000000000e+02,1.789367376150697231e+09,4.993499249100000270e+01,3.432650542599999710e+01,5.316393434000000084e+00,-1.237214900000000069e-02,1.219590499999999994e-02,7.662490760000000289e-01,6.423087600000000341e-01
3.680000000000000000e+02,1.789367377150176048e+09,4.994385722599999866e+01,3.512757975699999946e+01,5.344044174000000424e+00,-3.843733099999999819e-02,2.018391500000000019e-02,6.189120630000000123e-01,7.842595479999999730e-01
3.690000000000000000e+02,1.789367378250366926e+09,5.006971928600000155e+01,3.597343710799999883e+01,5.371421515999999841e+00,-1.618806899999999938e-02,-5.051024999999999786e-03,7.321269259999999557e-01,6.809571189999999996e-01
3.700000000000000000e+02,1.789367379750192881e+09,4.999686066999999667e+01,3.682094548300000270e+01,5.440597486999999788e+00,5.456169000000000296e-02,-3.079836400000000168e-02,7.749657039999999775e-01,6.288900069999999731e-01
3.710000000000000000e+02,1.789367381351099968e+09,4.994047530800000345e+01,3.764785775499999687e+01,5.535294369999999908e+00,1.076676560000000005e-01,-1.507100100000000054e-02,8.087043339999999692e-01,5.780811719999999765e-01
3.720000000000000000e+02,1.789367382550528288e+09,4.976867121099999736e+01,3.849565303499999658e+01,5.675451593000000017e+00,2.837803900000000074e-02,2.479499699999999918e-02,8.260705489999999873e-01,5.623053829999999920e-01
3.730000000000000000e+02,1.789367382950320959e+09,4.950934411000000068e+01,3.889466346900000104e+01,5.651498121000000374e+00,-1.564835840000000089e-01,6.055202099999999754e-02,8.979721370000000036e-01,4.068075489999999905e-01
3.740000000000000000e+02,1.789367383850641012e+09,4.888563035300000337e+01,3.952014207599999907e+01,5.513727365000000269e+00,-1.595281700000000108e-02,-1.396679699999999955e-02,9.464079709999999590e-01,3.222768830000000140e-01
3.750000000000000000e+02,1.789367384549960136e+09,4.812566856099999768e+01,3.983892564800000002e+01,5.544967922999999743e+00,-1.029137899999999980e-02,-1.218595599999999952e-02,9.948094769999999976e-01,1.004972340000000047e-01
3.760000000000000000e+02,1.789367384950091124e+09,4.791390041599999705e+01,3.993667900700000217e+01,5.591685058999999569e+00,-4.500828999999999594e-03,-2.035166399999999848e-02,9.912795060000000325e-01,-1.301172300000000004e-01
3.770000000000000000e+02,1.789367385349992037e+09,4.793605425999999881e+01,4.000798377800000338e+01,5.570567077999999839e+00,5.822016999999999644e-03,-1.877335100000000062e-02,9.390207630000000361e-01,-3.432982270000000113e-01
3.780000000000000000e+02,1.789367385750266075e+09,4.792183919400000036e+01,3.999894748700000235e+01,5.558167909999999878e+00,-1.856401699999999863e-02,6.429966999999999974e-03,-8.353810139999999773e-01,5.493201199999999673e-01
3.790000000000000000e+02,1.789367386150540113e+09,4.794480478100000198e+01,3.998289551999999958e+01,5.537399640000000289e+00,-2.253515299999999874e-02,9.879399000000000514e-03,-6.853336559999999578e-01,7.278133989999999720e-01
3.800000000000000000e+02,1.789367386550228119e+09,4.799597710500000147e+01,4.002392232599999744e+01,5.555530071999999819e+00,-2.542406599999999864e-02,1.531978500000000069e-02,-5.012208089999999894e-01,8.648101649999999641e-01
3.810000000000000000e+02,1.789367386950112820e+09,4.798455056400000274e+01,4.004667494299999930e+01,5.538410283000000156e+00,-1.794144500000000031e-02,1.397649500000000024e-02,-3.009589699999999923e-01,9.533658590000000377e-01
3.820000000000000000e+02,1.789367387850299120e+09,4.797128492299999891e+01,4.003377601199999702e+01,5.533894611000000019e+00,1.654463200000000009e-02,2.170299999999999871e-05,-5.169268339999999462e-01,8.558696879999999618e-01
3.830000000000000000e+02,1.789367390450023174e+09,4.823663812899999925e+01,3.937782577099999770e+01,5.554438638999999789e+00,-2.237340499999999899e-02,1.867566799999999944e-02,-3.188257760000000052e-01,9.473651749999999483e-01
3.840000000000000000e+02,1.789367392249984980e+09,4.893307593299999780e+01,3.893374610800000113e+01,5.570674421999999737e+00,-1.191253100000000051e-02,-4.969380600000000009e-02,-2.547781290000000198e-01,9.656483430000000201e-01
3.850000000000000000e+02,1.789367393351461887e+09,4.961835229500000111e+01,3.847823327999999776e+01,5.691362518000000037e+00,-4.423179099999999947e-02,-2.279362899999999928e-02,-3.430817669999999819e-01,9.379866199999999932e-01
3.860000000000000000e+02,1.789367394050669909e+09,5.015262028699999775e+01,3.806074004300000269e+01,5.590084535999999993e+00,4.278241900000000209e-02,1.580681840000000005e-01,-3.416885849999999891e-01,9.254366670000000461e-01
3.870000000000000000e+02,1.789367394750170231e+09,5.056203120200000001e+01,3.769318198399999886e+01,5.388847257000000113e+00,1.007340449999999943e-01,1.180685050000000041e-01,-5.540356050000000421e-01,8.178979330000000214e-01
3.880000000000000000e+02,1.789367396450190067e+09,5.068849479299999672e+01,3.703360907799999779e+01,5.370974612000000370e+00,3.875554800000000077e-02,2.070514000000000035e-02,-6.888553029999999744e-01,7.235659450000000437e-01
3.890000000000000000e+02,1.789367397050290108e+09,5.060934881099999672e+01,3.656692846300000355e+01,5.361000135000000277e+00,3.314593300000000242e-02,-2.288402900000000018e-02,-8.395381149999999737e-01,5.418057050000000263e-01
3.900000000000000000e+02,1.789367397650035858e+09,5.036720895900000272e+01,3.611659458700000158e+01,5.344539895999999679e+00,-4.507900799999999680e-02,6.875825000000000339e-03,9.313988349999999805e-01,-3.611326850000000088e-01
3.910000000000000000e+02,1.789367398749984980e+09,4.980167130299999911e+01,3.550727284799999950e+01,5.337634815000000366e+00,-5.077565000000000030e-03,-7.478014500000000619e-02,8.679981350000000040e-01,-4.908781770000000266e-01
3.920000000000000000e+02,1.789367399250252962e+09,4.971867182199999746e+01,3.510665570900000176e+01,5.344348421000000293e+00,-1.675023600000000168e-02,4.320788600000000090e-02,-7.563156789999999630e-01,6.525634839999999715e-01
3.930000000000000000e+02,1.789367399650106907e+09,4.969577608000000168e+01,3.478442873299999860e+01,5.357451146999999914e+00,-1.357799999999999979e-02,3.103995699999999996e-02,-6.040583919999999996e-01,7.962195789999999551e-01
3.940000000000000000e+02,1.789367402950011015e+09,5.003519254900000135e+01,3.404790984699999967e+01,5.338633377999999929e+00,1.326357199999999952e-02,-2.381218800000000149e-02,-6.770158619999999683e-01,7.354635130000000132e-01
3.950000000000000000e+02,1.789367404250720978e+09,4.993609653499999723e+01,3.319078715199999863e+01,5.331782407999999585e+00,-1.564449999999999999e-03,1.799885799999999952e-02,-7.028449589999999914e-01,7.111136030000000385e-01
3.960000000000000000e+02,1.789367404750254154e+09,5.008188519600000177e+01,3.276441140200000035e+01,5.334312962000000269e+00,5.432700000000000376e-03,3.578718899999999703e-02,-5.354034549999999726e-01,8.438204209999999872e-01
3.970000000000000000e+02,1.789367405150327921e+09,5.026130403300000182e+01,3.262664668800000101e+01,5.342336936999999786e+00,-1.064620800000000006e-01,1.170602400000000064e-02,-3.681181609999999993e-01,9.235896350000000199e-01
3.980000000000000000e+02,1.789367405950167894e+09,5.045198197999999934e+01,3.252042408999999878e+01,5.322305492999999998e+00,2.636570200000000128e-02,2.084970200000000121e-02,-2.080960749999999915e-01,9.775306459999999475e-01
3.990000000000000000e+02,1.789367407850483179e+09,5.111292045100000081e+01,3.197634013100000061e+01,5.402784229999999965e+00,-9.976979999999999876e-03,-3.586576500000000084e-02,-3.442689800000000022e-01,9.381327069999999546e-01
4.000000000000000000e+02,1.789367408550559044e+09,5.168656813500000169e+01,3.148543028299999946e+01,5.368084709999999760e+00,2.620000600000000138e-02,1.602406349999999924e-01,-3.325585340000000167e-01,9.290001719999999574e-01
4.010000000000000000e+02,1.789367410450026751e+09,5.228463030500000031e+01,3.096912368699999973e+01,5.245736145999999600e+00,2.196508100000000088e-02,2.590966600000000133e-02,-3.412650660000000058e-01,9.393531710000000423e-01
4.020000000000000000e+02,1.789367411450162888e+09,5.294348434900000200e+01,3.040332497099999998e+01,5.259742177999999768e+00,3.779680099999999793e-02,-1.623568099999999834e-02,-4.366298310000000238e-01,8.987002809999999897e-01
4.030000000000000000e+02,1.789367413350294113e+09,5.311751002300000124e+01,3.010751283100000109e+01,5.263358030000000021e+00,4.006105100000000030e-02,-1.233128799999999928e-02,-6.156135219999999686e-01,7.869326800000000510e-01
4.040000000000000000e+02,1.789367415050318956e+09,5.313078101299999645e+01,2.928766161600000117e+01,5.256335653999999913e+00,1.412419900000000048e-02,2.679306199999999943e-02,-5.622585669999999869e-01,8.264066450000000508e-01
4.050000000000000000e+02,1.789367415550009012e+09,5.321871820799999853e+01,2.920923711000000011e+01,5.254846080000000086e+00,-9.590411999999999548e-03,7.444509999999999669e-03,-3.818508589999999869e-01,9.241442119999999649e-01
4.060000000000000000e+02,1.789367418550118208e+09,5.376044263699999703e+01,2.860821851700000096e+01,5.263566971000000372e+00,7.110038600000000153e-02,-1.434502799999999925e-02,-3.663791900000000212e-01,9.276342189999999821e-01
4.070000000000000000e+02,1.789367421350264072e+09,5.421068360299999966e+01,2.793335504399999891e+01,5.219001530999999972e+00,3.327376900000000165e-02,-7.234949000000000068e-03,-2.874777989999999783e-01,9.571818149999999914e-01
4.080000000000000000e+02,1.789367422250249147e+09,5.480785255100000342e+01,2.733905713500000090e+01,5.253725629999999924e+00,2.998803200000000127e-02,-2.427566600000000130e-02,-3.408079359999999780e-01,9.393409179999999692e-01
4.090000000000000000e+02,1.789367423950526953e+09,5.531838375899999960e+01,2.669043514399999850e+01,5.270741505000000160e+00,2.513888699999999865e-02,6.060839000000000157e-03,-4.079145920000000203e-01,9.126538159999999511e-01
4.100000000000000000e+02,1.789367427151041985e+09,5.596631610000000023e+01,2.619934081199999909e+01,5.310851504999999584e+00,1.321966999999999934e-02,-9.773297999999999708e-03,-3.010386959999999945e-01,9.534702019999999889e-01
4.110000000000000000e+02,1.789367428250740767e+09,5.676086127300000328e+01,2.592123174900000038e+01,5.428855973000000112e+00,-4.164591499999999863e-02,-4.374890800000000302e-02,-3.443033799999999922e-01,9.369134609999999475e-01
4.120000000000000000e+02,1.789367429450779915e+09,5.746055878100000314e+01,2.546901828000000023e+01,5.548693798000000399e+00,-3.345923499999999690e-02,-1.054930949999999951e-01,-3.446959589999999962e-01,9.321675719999999998e-01
4.130000000000000000e+02,1.789367439049991846e+09,5.814762409499999762e+01,2.506204441999999943e+01,5.652729502999999767e+00,1.701978900000000045e-02,2.643355699999999989e-02,-2.486704489999999879e-01,9.680777870000000229e-01
4.140000000000000000e+02,1.789367439849998951e+09,5.822177921099999764e+01,2.502508761200000009e+01,5.676868728999999725e+00,8.704610999999999252e-03,2.313038800000000172e-02,-3.147522999999999987e-02,9.991989420000000344e-01
4.150000000000000000e+02,1.789367441449994087e+09,5.910001476699999756e+01,2.495348343299999883e+01,5.662484953999999959e+00,1.045542200000000067e-02,2.087547000000000014e-02,-4.425974099999999828e-02,9.987472020000000006e-01
4.160000000000000000e+02,1.789367442049992085e+09,5.990391179600000271e+01,2.487436792800000163e+01,5.654184954999999846e+00,1.119754100000000009e-02,2.020312700000000128e-02,-5.242791299999999960e-02,9.983575319999999920e-01
4.170000000000000000e+02,1.789367443450007915e+09,6.076066458500000067e+01,2.476486913500000142e+01,5.639223441000000392e+00,1.496556599999999959e-02,2.143410800000000033e-02,-6.176095999999999669e-02,9.977485630000000327e-01
4.180000000000000000e+02,1.789367445149990082e+09,6.167038408999999888e+01,2.464663605300000171e+01,5.630911539000000410e+00,1.192450599999999965e-02,1.910805299999999984e-02,-6.400452299999999373e-02,9.976953990000000383e-01
4.190000000000000000e+02,1.789367453149979115e+09,6.081743929000000293e+01,2.470251889700000092e+01,5.643867697000000128e+00,5.156721000000000395e-03,3.568966999999999973e-02,-6.197260100000000216e-02,9.974262139999999777e-01
4.200000000000000000e+02,1.789367453850042105e+09,6.028761812799999831e+01,2.476688384399999876e+01,5.622989709999999697e+00,2.128887900000000014e-02,6.428678999999999644e-03,-2.802614469999999969e-01,9.596660759999999790e-01
4.210000000000000000e+02,1.789367454250516891e+09,6.027925447500000189e+01,2.471497459600000113e+01,5.583393927000000367e+00,2.229694200000000015e-02,1.857069999999999891e-04,-4.960965099999999905e-01,8.679810279999999878e-01
4.220000000000000000e+02,1.789367454650633812e+09,6.026847279199999718e+01,2.468346680699999851e+01,5.586715203999999879e+00,1.293708900000000057e-02,-5.749137999999999991e-03,-6.865210390000000551e-01,7.269721059999999513e-01
4.230000000000000000e+02,1.789367455050125837e+09,6.027335091100000142e+01,2.466831887300000048e+01,5.568689167999999690e+00,6.896044999999999953e-03,5.438412000000000107e-03,-8.355005500000000085e-01,5.494194199999999917e-01
4.240000000000000000e+02,1.789367457650067091e+09,5.997134849100000054e+01,2.395281155700000042e+01,5.587001733000000137e+00,-1.100105099999999954e-02,2.402244499999999991e-02,-6.914335959999999837e-01,7.219567030000000329e-01
4.250000000000000000e+02,1.789367459049992085e+09,5.997931327199999885e+01,2.306982890700000155e+01,5.569247069000000216e+00,1.486669000000000011e-02,1.834995099999999976e-02,-6.963887319999999548e-01,7.172760940000000307e-01
4.260000000000000000e+02,1.789367460349992752e+09,5.999658102499999757e+01,2.221331592199999960e+01,5.556781628000000417e+00,1.608267799999999956e-02,1.907813200000000112e-02,-7.027834370000000108e-01,7.109661120000000389e-01
4.270000000000000000e+02,1.789367462250004768e+09,6.008591219699999897e+01,2.138021107000000143e+01,5.548509838000000194e+00,9.778817999999999885e-03,2.362296599999999872e-02,-6.377024669999999951e-01,7.698583589999999921e-01
4.280000000000000000e+02,1.789367463450058937e+09,6.019306477399999977e+01,2.067721517500000061e+01,5.557633305999999607e+00,1.328116000000000062e-03,1.976493799999999926e-02,-4.558246639999999905e-01,8.898491210000000207e-01
4.290000000000000000e+02,1.789367468749986887e+09,6.068290436600000248e+01,2.001043279299999966e+01,5.531512012000000311e+00,1.804595999999999978e-02,2.402030499999999874e-02,-4.424956150000000088e-01,8.962672579999999556e-01
4.300000000000000000e+02,1.789367469649991274e+09,6.119672292599999963e+01,1.931092569799999836e+01,5.517223437000000175e+00,1.559970599999999964e-02,2.063290599999999947e-02,-4.495718810000000065e-01,8.928695629999999772e-01
4.310000000000000000e+02,1.789367471049988031e+09,6.169381181800000036e+01,1.867383156100000008e+01,5.502521892999999942e+00,2.887685000000000078e-03,2.112263099999999935e-02,-4.072373369999999770e-01,9.130735169999999457e-01
4.320000000000000000e+02,1.789367471749998093e+09,6.225836801700000223e+01,1.803763025399999975e+01,5.489031866999999565e+00,1.314316700000000074e-02,2.170535499999999909e-02,-4.184560150000000145e-01,9.078825350000000460e-01
4.330000000000000000e+02,1.789367472449992895e+09,6.282457594099999909e+01,1.737775654300000028e+01,5.478381355999999869e+00,1.363572199999999943e-02,2.092058600000000143e-02,-4.258550609999999792e-01,9.044467170000000111e-01
4.340000000000000000e+02,1.789367473149985075e+09,6.339490630099999890e+01,1.665909923299999917e+01,5.460574558000000245e+00,1.145376600000000064e-02,2.002339399999999991e-02,-4.327697409999999856e-01,9.012093129999999563e-01
4.350000000000000000e+02,1.789367473849995852e+09,6.396717871599999938e+01,1.594483075399999983e+01,5.446262579999999964e+00,1.141571299999999921e-02,1.969103300000000015e-02,-4.382999639999999864e-01,8.985405309999999757e-01
4.360000000000000000e+02,1.789367474549992085e+09,6.452492553199999747e+01,1.521490619899999963e+01,5.433142132000000402e+00,1.218927900000000078e-02,1.957111900000000140e-02,-4.463747020000000121e-01,8.945490590000000353e-01
4.370000000000000000e+02,1.789367475349981785e+09,6.498032666800000356e+01,1.455171534599999994e+01,5.425675496000000209e+00,2.287761199999999856e-02,8.210798999999999528e-03,-5.538678670000000137e-01,8.322497119999999748e-01
4.380000000000000000e+02,1.789367477050009251e+09,6.529150633899999434e+01,1.377231240399999912e+01,5.393986457999999651e+00,9.981442999999999566e-03,2.568623000000000087e-02,-5.857118289999999616e-01,8.100507649999999504e-01
4.390000000000000000e+02,1.789367477750022173e+09,6.562165579599999887e+01,1.302642185400000052e+01,5.382572319000000327e+00,-1.223420499999999973e-02,2.793549400000000169e-02,-4.896868999999999805e-01,8.713648330000000053e-01
4.400000000000000000e+02,1.789367478850100756e+09,6.611100965999999346e+01,1.241884349999999948e+01,5.401931367000000428e+00,2.279120999999999838e-03,2.465870300000000057e-02,-2.985513579999999889e-01,9.540722409999999876e-01
4.410000000000000000e+02,1.789367480050348043e+09,6.679378856399999620e+01,1.181073239200000025e+01,5.378307781000000176e+00,8.874837000000000004e-03,2.366350500000000134e-02,-3.606021600000000049e-01,9.323772609999999572e-01
4.420000000000000000e+02,1.789367480750074863e+09,6.736184968300000264e+01,1.110172324600000060e+01,5.357512672000000364e+00,1.531773699999999967e-02,2.287741600000000111e-02,-4.271668129999999786e-01,9.037535639999999537e-01
4.430000000000000000e+02,1.789367481449990988e+09,6.795360180299999797e+01,1.042123974699999955e+01,5.349293251999999832e+00,9.931702000000000585e-03,2.067315700000000103e-02,-4.178559439999999792e-01,9.082237570000000204e-01
4.440000000000000000e+02,1.789367482050081253e+09,6.832965059800000063e+01,1.004571239700000085e+01,5.362576963999999613e+00,-1.441984699999999953e-02,8.188272999999999385e-03,-1.917347960000000129e-01,9.813066740000000454e-01
4.450000000000000000e+02,1.789367482450393915e+09,6.835186023200000704e+01,1.000533724900000010e+01,5.419909825999999597e+00,-1.430109899999999941e-02,6.114913999999999940e-03,5.581094600000000017e-02,9.983202009999999627e-01
4.460000000000000000e+02,1.789367483750380993e+09,6.920757589699999812e+01,1.018402889000000044e+01,5.385718360000000260e+00,7.848238999999999910e-03,2.131123299999999887e-02,6.005185200000000278e-02,9.979368779999999717e-01
4.470000000000000000e+02,1.789367484250077963e+09,6.969257801800000607e+01,1.013527759699999997e+01,5.358049321000000198e+00,1.891149500000000039e-02,1.544720999999999985e-03,-1.591289760000000053e-01,9.870754470000000502e-01
4.480000000000000000e+02,1.789367484550040960e+09,6.978260899599999334e+01,1.016693827799999994e+01,5.352501436999999918e+00,1.620337800000000092e-02,3.949458999999999782e-03,-3.606469849999999755e-01,9.325532720000000442e-01
4.490000000000000000e+02,1.789367484950159073e+09,6.981135013300000480e+01,1.018642883499999918e+01,5.308978828999999955e+00,7.469199999999999624e-03,-9.364666000000000656e-03,-5.680404359999999819e-01,8.229134689999999530e-01
4.500000000000000000e+02,1.789367486150005102e+09,7.014350568099999350e+01,9.428299175999999449e+00,5.302185852000000033e+00,8.579022999999999857e-03,1.350103899999999940e-02,-5.888011629999999608e-01,8.081196149999999578e-01
4.510000000000000000e+02,1.789367487249982119e+09,7.035320027199999515e+01,8.589610456999999144e+00,5.299938293000000300e+00,-3.187999999999999801e-06,3.475629899999999745e-02,-5.699087609999999859e-01,8.209725960000000544e-01
4.520000000000000000e+02,1.789367488250983953e+09,7.066438831300000345e+01,7.806927470999999841e+00,5.343890498999999572e+00,-7.492324100000000153e-02,-7.406287400000000076e-02,-5.873517320000000153e-01,8.024457249999999986e-01
4.530000000000000000e+02,1.789367489651248217e+09,7.080403685699999983e+01,6.965714582999999571e+00,5.522363353000000252e+00,-8.795681599999999323e-02,-9.012493900000000113e-02,-6.351982859999999453e-01,7.620132750000000454e-01
4.540000000000000000e+02,1.789367494550014973e+09,7.095290899799999806e+01,6.177998098999999854e+00,5.587040891000000009e+00,-1.332825800000000081e-02,-3.994911999999999769e-03,-6.683373489999999695e-01,7.437281669999999956e-01
4.550000000000000000e+02,1.789367495150045156e+09,7.108779802099999756e+01,5.389456356000000170e+00,5.595928548999999919e+00,1.044661499999999937e-02,4.904778199999999810e-02,-6.821111180000000163e-01,7.295269739999999947e-01
4.560000000000000000e+02,1.789367496150566101e+09,7.111026447800000483e+01,5.214721707999999900e+00,5.593108065000000018e+00,-1.622894880000000095e-01,-7.756848800000000488e-02,-6.937564189999999575e-01,6.973860360000000425e-01
4.570000000000000000e+02,1.789367496752161264e+09,7.123803063600000485e+01,4.789648463999999883e+00,5.892851486999999722e+00,1.689326199999999917e-02,5.077580200000000182e-02,-6.436779689999999610e-01,7.634232819999999808e-01
4.580000000000000000e+02,1.789367498150034904e+09,7.137829893500000367e+01,3.977036844000000126e+00,5.899622447999999686e+00,-1.731212799999999954e-02,1.758634300000000081e-02,-6.749430699999999783e-01,7.374570249999999882e-01
4.590000000000000000e+02,1.789367499650001764e+09,7.137684600999999418e+01,3.418930361000000140e+00,5.912501628000000231e+00,4.021302399999999999e-02,-5.372586000000000375e-03,-8.149821729999999764e-01,5.780641010000000524e-01
4.600000000000000000e+02,1.789367501150532961e+09,7.102330354100000420e+01,2.647496194999999997e+00,5.895650471999999809e+00,-4.129778399999999711e-02,-1.094683500000000025e-02,8.788327270000000357e-01,-4.752133179999999957e-01
4.610000000000000000e+02,1.789367501950032234e+09,7.090238146900000515e+01,2.442504147000000181e+00,5.902678746000000309e+00,-4.473005399999999826e-02,-1.400204900000000079e-02,9.588858199999999998e-01,-2.798948880000000083e-01
4.620000000000000000e+02,1.789367503049979448e+09,7.043812124800000163e+01,2.278914246999999893e+00,5.886542859000000405e+00,-3.725646500000000250e-02,-3.275575399999999804e-02,9.952980350000000254e-01,-8.319157700000000266e-02
4.630000000000000000e+02,1.789367504249988079e+09,6.958253896300000463e+01,2.228314370000000100e+00,5.891979834999999888e+00,-4.981259700000000012e-02,-5.753008000000000427e-03,9.986700020000000011e-01,1.199314200000000004e-02
4.640000000000000000e+02,1.789367505150007010e+09,6.908473061200000132e+01,2.286010844999999847e+00,5.888376626000000336e+00,-5.098502099999999843e-02,8.987333999999999601e-03,9.724870140000000385e-01,2.271315989999999896e-01
4.650000000000000000e+02,1.789367505950076818e+09,6.902749302499999828e+01,2.196107963000000218e+00,5.910581710999999849e+00,-4.146474900000000213e-02,2.583548499999999831e-02,9.029502659999999459e-01,4.269590380000000129e-01
4.660000000000000000e+02,1.789367507749996185e+09,6.862340763999999638e+01,2.915400280000000066e+00,5.918271190999999654e+00,-2.243515999999999913e-02,-1.624540000000000055e-03,8.012492399999999737e-01,5.979077520000000145e-01
4.670000000000000000e+02,1.789367513050258875e+09,6.831194749200000160e+01,3.654640994000000198e+00,5.981160642999999943e+00,1.216377199999999978e-02,3.700083299999999686e-02,7.524002690000000104e-01,6.575536610000000115e-01
4.680000000000000000e+02,1.789367514550688267e+09,6.825827793599999893e+01,4.479744622000000120e+00,5.862681925999999599e+00,-1.184672890000000034e-01,1.289995519999999896e-01,6.876029219999999498e-01,7.046466059999999532e-01
4.690000000000000000e+02,1.789367515650429964e+09,6.830932921500000532e+01,5.270407204999999706e+00,5.692753608000000298e+00,-1.064576859999999958e-01,1.184612939999999948e-01,6.832525600000000088e-01,7.126006049999999981e-01
4.700000000000000000e+02,1.789367516650010109e+09,6.838037285800000120e+01,6.073275529000000006e+00,5.665658707000000405e+00,-1.492573999999999984e-02,2.163574700000000031e-02,6.865166579999999463e-01,7.266388339999999557e-01
4.710000000000000000e+02,1.789367519250452042e+09,6.840724553200000457e+01,6.928916092999999776e+00,5.551337628999999829e+00,-1.197813860000000036e-01,1.308074049999999877e-01,6.777350060000000287e-01,7.135944960000000226e-01
4.720000000000000000e+02,1.789367520650690079e+09,6.848537845100000254e+01,7.764126080999999679e+00,5.362450622999999972e+00,-9.782825800000000127e-02,1.163185199999999947e-01,6.856324360000000118e-01,7.119043449999999940e-01
4.730000000000000000e+02,1.789367521650309086e+09,6.851526183199999309e+01,8.573021322000000666e+00,5.347992496999999901e+00,-7.706494000000000365e-03,2.360800899999999924e-02,7.038142250000000155e-01,7.099498629999999588e-01
