iteration,timesteps,reward,success,fall,eval_success,eval_fall,eval_steps,policy_loss,eval_drop_free,eval_front_to_rear_steps,eval_mean_success_steps,eval_std_success_steps,eval_fastest_success_steps,value_loss,std,fps,actor_frozen
17,6528,0.23927812278270721,1.0,0.0,0.0,0.0,0.0,1.039355993270874e-06,0.0,,,,,65.98380279541016,0.022370772436261177,117.09124040271307,1
18,6912,1.8688522577285767,1.0,0.0,0.0,0.0,0.0,1.952052116394043e-06,0.0,,,,,7320.355339050293,0.022370772436261177,117.2201889956024,1
19,7296,-0.7326126098632812,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,-2.3711472749710083e-06,0.0,,,,,1338.6443176269531,0.022370772436261177,117.17805796778529,1
20,7680,1.7553375959396362,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,1.8249265849590302e-06,0.0,,,,,10471.109985351562,0.022370772436261177,117.28306998221186,1
21,8064,1.8320131301879883,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,3.234483301639557e-06,0.0,,,,,10307.612396240234,0.022370772436261177,117.24982415627886,1
22,8448,0.040763046592473984,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,-2.961140125989914e-06,0.0,,,,,72.39927673339844,0.022370772436261177,117.34522523047413,1
23,8832,1.5012513399124146,0.95,0.05,0.0,0.0,0.0,-2.919696271419525e-07,0.0,,,,,6368.4566650390625,0.022370772436261177,117.29798361020374,1
24,9216,1.938984751701355,0.9523809523809523,0.047619047619047616,0.0,0.0,0.0,-6.975606083869934e-06,0.0,,,,,4511.833626747131,0.022370772436261177,117.34062768391338,1
25,9600,3.5715267658233643,0.9565217391304348,0.043478260869565216,0.0,0.0,0.0,4.338100552558899e-06,0.0,,,,,17783.256103515625,0.022370772436261177,117.43062360973074,1
26,9984,0.8718706965446472,0.92,0.08,0.0,0.0,0.0,2.5993213057518005e-06,0.0,,,,,3229.2784729003906,0.022370772436261177,117.56145977353648,1
27,10368,0.04263905808329582,0.92,0.08,0.0,0.0,0.0,-3.473833203315735e-07,0.0,,,,,77.49472999572754,0.022370772436261177,117.88358582721528,1
28,10752,-0.012287390418350697,0.92,0.08,0.0,0.0,0.0,-2.776738256216049e-06,0.0,,,,,102.42762184143066,0.022370772436261177,118.06813647538897,1
29,11136,-0.07534118741750717,0.92,0.08,0.0,0.0,0.0,-8.14441591501236e-07,0.0,,,,,9.762370586395264,0.022370772436261177,118.08217214966564,1
30,11520,-0.3295207619667053,0.92,0.08,0.0,0.0,0.0,1.6763806343078613e-06,0.0,,,,,107.93470573425293,0.022370772436261177,118.06970142461017,1
31,11904,1.3172322511672974,0.9230769230769231,0.07692307692307693,0.0,0.0,0.0,8.847564458847046e-07,0.0,,,,,2911.2010402679443,0.022370772436261177,118.07391389018407,1
32,12288,0.8771448135375977,0.8928571428571429,0.10714285714285714,0.0,0.0,0.0,-2.008862793445587e-06,0.0,,,,,10053.861328125,0.022370772436261177,118.14401897071285,1
33,12672,-0.7016536593437195,0.8620689655172413,0.13793103448275862,0.0,0.0,0.0,3.501772880554199e-05,0.0,,,,,2111.6253967285156,0.022370772436261177,118.0516728360907,1
34,13056,1.4500869512557983,0.8387096774193549,0.12903225806451613,0.0,0.0,0.0,-2.0777806639671326e-06,0.0,,,,,4440.114105224609,0.022370772436261177,118.00730611858368,1
35,13440,0.04105861112475395,0.8387096774193549,0.12903225806451613,0.0,0.0,0.0,-1.6721896827220917e-06,0.0,,,,,85.83259010314941,0.022370772436261177,118.08745607074137,1
36,13824,-0.09671507030725479,0.8387096774193549,0.12903225806451613,0.0,0.0,0.0,3.5262200981378555e-07,0.0,,,,,97.09943962097168,0.022370772436261177,118.17650978834924,1
37,14208,1.62477445602417,0.84375,0.125,0.0,0.0,0.0,5.268724635243416e-06,0.0,,,,,5944.180450439453,0.022370772436261177,118.38522900987846,1
38,14592,1.8308883905410767,0.8484848484848485,0.12121212121212122,0.0,0.0,0.0,-2.3618340492248535e-06,0.0,,,,,9761.728813648224,0.022370772436261177,118.57846146695543,1
39,14976,1.7098174095153809,0.8529411764705882,0.11764705882352941,0.0,0.0,0.0,1.5829355106689036e-06,0.0,,,,,10750.085205078125,0.022370772436261177,118.60540229306636,1
40,15360,1.3509284257888794,0.8571428571428571,0.11428571428571428,0.9629629629629629,0.0,320.1111111111111,-2.0936131477355957e-06,0.5555555555555556,214.53846153846155,299.7307692307692,128.2454250772886,150.0,5895.3599853515625,0.022370772436261177,72.38947138716999,1
41,15744,-0.8297623991966248,0.8333333333333334,0.1388888888888889,0.0,0.0,0.0,-3.096647560596466e-06,0.0,,,,,2235.4215393066406,0.022370772436261177,73.03197897858107,0
42,16128,0.12700186669826508,0.7894736842105263,0.13157894736842105,0.0,0.0,0.0,-1.8186401575803757e-06,0.0,,,,,95.3063735961914,0.022370772436261177,73.82905992705805,0
43,16512,-0.07606596499681473,0.7894736842105263,0.13157894736842105,0.0,0.0,0.0,-1.2433156371116638e-07,0.0,,,,,40.8991584777832,0.022370772436261177,74.45725999307017,0
44,16896,1.6783279180526733,0.7948717948717948,0.1282051282051282,0.0,0.0,0.0,8.931383490562439e-07,0.0,,,,,8853.386962890625,0.022370772436261177,75.08367971084054,0
45,17280,-0.2411510944366455,0.7948717948717948,0.1282051282051282,0.0,0.0,0.0,-1.7883721739053726e-06,0.0,,,,,27.24427604675293,0.022370772436261177,75.70589774998132,0
46,17664,-0.23192699253559113,0.7948717948717948,0.1282051282051282,0.0,0.0,0.0,-7.3052942752838135e-06,0.0,,,,,113.24871826171875,0.022370772436261177,76.26728410877642,0
47,18048,-0.13712434470653534,0.7619047619047619,0.16666666666666666,0.0,0.0,0.0,-2.7424335712566972e-05,0.0,,,,,9634.201049804688,0.022370772436261177,76.82947085751566,0
48,18432,-0.5316226482391357,0.7441860465116279,0.18604651162790697,0.0,0.0,0.0,2.468004822731018e-08,0.0,,,,,2144.3533630371094,0.022370772436261177,77.35581983632487,0
49,18816,2.86496639251709,0.7555555555555555,0.17777777777777778,0.0,0.0,0.0,-1.1529773473739624e-06,0.0,,,,,4132.6751708984375,0.022370772436261177,77.92595406608848,0
50,19200,-0.05993315577507019,0.7555555555555555,0.17777777777777778,0.0,0.0,0.0,-7.334165275096893e-06,0.0,,,,,171.44416999816895,0.022370772436261177,78.44822587332875,0
51,19584,1.9920272827148438,0.7446808510638298,0.1702127659574468,0.0,0.0,0.0,-2.4475157260894775e-06,0.0,,,,,7469.854309082031,0.022370772436261177,78.98693434163633,0
52,19968,-0.12898974120616913,0.7446808510638298,0.1702127659574468,0.0,0.0,0.0,-7.285270839929581e-07,0.0,,,,,50.61517810821533,0.022370772436261177,79.60675355181397,0
53,20352,-0.11147397756576538,0.7446808510638298,0.1702127659574468,0.0,0.0,0.0,-9.98377799987793e-07,0.0,,,,,32.5582389831543,0.022370772436261177,80.11201984852308,0
54,20736,0.5171537399291992,0.7346938775510204,0.1836734693877551,0.0,0.0,0.0,3.831461071968079e-06,0.0,,,,,7511.414794921875,0.022370772436261177,80.56967599742833,0
55,21120,0.10076286643743515,0.7346938775510204,0.1836734693877551,0.0,0.0,0.0,-4.083539351995569e-06,0.0,,,,,54.493828773498535,0.022370772436261177,81.02212439104044,0
56,21504,5.8356614112854,0.75,0.17307692307692307,0.0,0.0,0.0,-1.2489035725593567e-06,0.0,,,,,27884.67578125,0.022370772436261177,81.45343442692943,0
57,21888,1.6399650573730469,0.7547169811320755,0.16981132075471697,0.0,0.0,0.0,1.7492566257715225e-06,0.0,,,,,4621.771484375,0.022370772436261177,81.8936225394936,0
58,22272,0.22596625983715057,0.7547169811320755,0.16981132075471697,0.0,0.0,0.0,2.8330832719802856e-06,0.0,,,,,97.96671676635742,0.022370772436261177,82.38756663271448,0
59,22656,1.9170163869857788,0.7592592592592593,0.16666666666666666,0.0,0.0,0.0,-1.8496066331863403e-06,0.0,,,,,6385.439161300659,0.022370772436261177,82.86323461136308,0
60,23040,-0.9092183709144592,0.7454545454545455,0.18181818181818182,0.0,0.0,0.0,-1.546088606119156e-05,0.0,,,,,2230.9578857421875,0.022370772436261177,83.29705135968454,0
61,23424,-1.1590214967727661,0.7321428571428571,0.19642857142857142,0.0,0.0,0.0,2.1078158169984818e-06,0.0,,,,,2029.566162109375,0.022370772436261177,83.72828989767612,0
62,23808,1.4930170774459839,0.7368421052631579,0.19298245614035087,0.0,0.0,0.0,5.970010533928871e-06,0.0,,,,,6810.387939453125,0.022370772436261177,84.2288669844459,0
63,24192,0.21626019477844238,0.7368421052631579,0.19298245614035087,0.0,0.0,0.0,-4.270114004611969e-06,0.0,,,,,158.67296409606934,0.022370772436261177,84.67007218324311,0
64,24576,2.4308745861053467,0.7457627118644068,0.1864406779661017,0.0,0.0,0.0,3.748573362827301e-06,0.0,,,,,4722.6898193359375,0.022370772436261177,85.07049460001957,0
65,24960,0.009765367023646832,0.7457627118644068,0.1864406779661017,0.0,0.0,0.0,-7.773516699671745e-06,0.0,,,,,62.502479553222656,0.022370772436261177,85.46750915640581,0
66,25344,0.15699425339698792,0.7457627118644068,0.1864406779661017,0.0,0.0,0.0,-1.1921394616365433e-05,0.0,,,,,76.86038970947266,0.022370772436261177,85.87335939179651,0
67,25728,3.3457067012786865,0.7540983606557377,0.18032786885245902,0.0,0.0,0.0,1.659267581999302e-06,0.0,,,,,15925.365966796875,0.022370772436261177,86.24481255302975,0
68,26112,1.5261520147323608,0.7580645161290323,0.1774193548387097,0.0,0.0,0.0,-3.0721421353518963e-06,0.0,,,,,8332.34619140625,0.022370772436261177,86.59345916444808,0
69,26496,0.19242246448993683,0.7580645161290323,0.1774193548387097,0.0,0.0,0.0,-8.386559784412384e-07,0.0,,,,,69.89336204528809,0.022370772436261177,86.92342130834406,0
70,26880,3.6416969299316406,0.765625,0.171875,0.0,0.0,0.0,-1.2151431292295456e-06,0.0,,,,,12302.498901367188,0.022370772436261177,87.2934245487949,0
71,27264,-0.30219152569770813,0.765625,0.171875,0.0,0.0,0.0,-2.3283064365386963e-10,0.0,,,,,88.44110012054443,0.022370772436261177,87.64260796392966,0
72,27648,-0.0416497178375721,0.765625,0.171875,0.0,0.0,0.0,5.85801899433136e-07,0.0,,,,,48.80874156951904,0.022370772436261177,87.99321580652835,0
73,28032,1.2296361923217773,0.7692307692307693,0.16923076923076924,0.0,0.0,0.0,5.856622010469437e-06,0.0,,,,,6843.9459228515625,0.022370772436261177,88.38395243224689,0
74,28416,1.1653752326965332,0.7611940298507462,0.1791044776119403,0.0,0.0,0.0,-2.995133399963379e-06,0.0,,,,,11076.981689453125,0.022370772436261177,88.7165946460839,0
75,28800,2.981842279434204,0.7571428571428571,0.18571428571428572,0.0,0.0,0.0,2.3925676941871643e-06,0.0,,,,,16915.289306640625,0.022370772436261177,89.047234507586,0
76,29184,0.14786861836910248,0.7571428571428571,0.18571428571428572,0.0,0.0,0.0,-7.549300789833069e-06,0.0,,,,,77.74652099609375,0.022370772436261177,89.3716493692569,0
77,29568,1.8637948036193848,0.75,0.18055555555555555,0.0,0.0,0.0,-2.980232238769531e-07,0.0,,,,,6205.520935058594,0.022370772436261177,89.6748787264588,0
78,29952,0.026620620861649513,0.75,0.18055555555555555,0.0,0.0,0.0,5.438923835754395e-07,0.0,,,,,57.78996658325195,0.022370772436261177,89.95796113294278,0
79,30336,0.15838682651519775,0.75,0.18055555555555555,0.0,0.0,0.0,-8.66129994392395e-07,0.0,,,,,99.6009292602539,0.022370772436261177,90.25529772711954,0
80,30720,1.7157150506973267,0.7432432432432432,0.17567567567567569,0.7407407407407407,0.1111111111111111,371.4074074074074,9.080395102500916e-07,0.3333333333333333,211.95,293.9,101.3892992381346,184.0,1339.3342695236206,0.022370772436261177,71.7970777901508,0
